Product_code;Product_name;;
832111;Заправка для водоросл п/ф;;
832112;Мясо маринован по-дом п/ф;;
832113;Юдзу маринад п/ф;;
832114;"Соус ""Тасака"" п/ф";;
832115;Заправка д/салата Аар п/ф;;
832116;Юдзу майонез п/ф;;
832117;Соус спайс понзу п/ф;;
832118;Заправка к драникам п/ф;;
832119;Соус Тамарин п/ф;;
832120;Заправка имбирная п/ф;;
832121;Заправка Нэм Прик п/ф;;
832122;Трюфельная заправка п/ф;;
832123;Краб спринг ролл 50г;;
832124;Заправка к/тофу п/ф;;
832125;Заправка ореховая п/ф;;
832126;Салат летний п/ф;;
832127;Заправка вассаби п/ф;;
832128;Заправка Вафу п/ф;;
832129;Заправка мисо-манго п/ф;;
832130;Заправка Суаре п/ф;;
832131;Салат Бакинский п/ф;;
832132;Салат Цезарь п/ф;;
832133;Салат Цезарь/креветки п/ф;;
832134;Греко Салат п/ф;;
832135;Салат Бора-Бора п/ф;;
832136;Томаты/моцар/руккол п/ф;;
832137;"Салат ""Шопский"" п/ф";;
832138;Заправка селёдочная п/ф;;
832139;Заправка весенняя п/ф;;
832140;Заправка чесночная п/ф;;
832141;Масло трюфельное п/ф;;
832142;Икра омуля п/ф;;
832143;Заправка д/огурцов п/ф;;
832144;Заправка карри п/ф;;
832145;Салат юдзу п/ф;;
832146;Соус ягодный п/ф;;
832147;Заливное морпрод п/ф 170г;;
832148;Соус хрен д/заливного п/ф;;
832149;Заправка Цезарь/уксус п/ф;;
832150;Салат коле слоу п/ф;;
832151;Заправка кетч/майонез п/ф;;
832152;Заправка яблочно-лук п/ф;;
832153;Холодец банкет п/ф;;
832154;Заливное мор/прод банкет;;
832155;Рыбная нарезка банкет п/ф;;
832156;Осетрина банкет п/ф;;
832157;Нарезка мясная банкет п/ф;;
832158;Зелень/овощи банкет п/Ф;;
832159;Канапе сельдь банкет п/ф;;
832160;Валованы икра п/ф банкет;;
832161;Блинчики сёмга п/ф банкет;;
832162;Канап моцар/парма п/ф бан;;
832163;Канап горг/вин п/ф банкет;;
832164;Пирожки мясные п/ф банкет;;
832165;Пирож яйцо/лук п/ф банкет;;
832166;Пирож с капуст п/ф банкет;;
832167;Пирожки с яблоком п/ф бан;;
832168;Фрукты п/ф банкет;;
832169;Сельдь пряная п/ф;;
832170;Пхали п/ф;;
832171;заправка к гусю п/ф;;
832172;Филадельфия п/ф;;
832173;Масло Макадамия п/ф;;
832174;Майонез/красное вино п/ф;;
832175;Сельдь под шубой 150г п/ф;;
832176;Заправка чечевица/ог п/ф;;
832177;Салат Баренцево море п/ф;;
832178;Салат Мимоза аэр 150г п/ф;;
832179;Масло чеснок/петрушка п/ф;;
832180;Заправка горчичная п/ф;;
832181;Маслины вяленые п/ф;;
832182;Заправка трюфельная п/ф;;
832183;Масло петрушки п/ф;;
832184;Майонез/руккола п/ф;;
832185;Соус апельсин п/ф;;
832186;Соус белый чеснок п/ф;;
832187;Соус майонез/руккола п/ф;;
832188;Масло для трески п/ф;;
832189;Деми/майонез п/ф;;
832190;Майонез с травами п/ф;;
833001;Сырная тарелка 100г;;
833002;Сырная тарелка 160гр;;
833003;Гренландия 215гр;;
833004;Сырная тарелка 150г неисп;;
833005;Шампиньоны мар.180гр;;
833006;Шампиньоны маринован. п/ф;;
833007;Тар-тар тунец гренки 160г;;
833008;Роллы утк/зел.салат 210г;;
833009;Черная тарелка  350г;;
833010;Рулеты сыр.тунца 4шт;;
833011;Рулеты с мясом раков 115г;;
833012;Перепела со специями 160г;;
833013;Шведск копчен угорь 250г;;
833014;Грибной мусс с зел/с 220г;;
833015;Карпаччо котто 210г;;
833016;Роллы огуреч с к/икр 170г;;
833017;Оленина вялен с рукк 130г;;
833018;Буррата 1г;;
833019;Гренландия 290г;;
833020;Фантазия ди марэ 230г;;
833021;Язык с фасолью 320г;;
833022;Мясная тарелка 90г;;
833023;"Карпаччо ""Розе"" 100г";;
833024;Черная тарелка 320г;;
833025;Судак п/маринадом 150г;;
833026;Тел лопатка п/соус 200г;;
833027;Опята маринован 150г;;
833028;Аяччо 250г;;
833029;Итальянская корзина 220г;;
833030;Тар-Тар из гов к/фри 250г;;
833031;Ассорти мясное 75г;;
833032;Язычок заливной 150г;;
833033;Фруктовая ваза 300г;;
833034;Вырезка говяжья 100г;;
833035;Битело Тонато 150г;;
833036;Карпаччо из телятины 120г;;
833037;Творожок 200г;;
833039;Битело Тонато 150г;;
833040;Итальянские соленья 150г;;
833041;Черная тарелка 500г;;
833042;Черная тарелка 300г;;
833043;Брускетта с том/прош 150г;;
833044;Тар-тар из телятины 300г;;
833045;Тар-тар авсрталия 150г;;
833046;Королевск краб в пан 120г;;
833047;Фуа-гра/нори хлеб 110г;;
833048;Summertime 165г;;
833049;Ассорти мясное 80г;;
833050;Ассорти рыбное 80г;;
833051;Ваза фруктовая 1500г;;
833052;Ассорти рыбное 400г;;
833053;Ассорти мясное 450г;;
833054;Татаки гребешок 65г;;
833055;Вариация из гребешков120г;;
833056;Черная икра 10г;;
833057;Роллы с филе дорады 115г;;
833058;Тако тунец 100г;;
833059;Тако вагю 100г;;
833060;Гребешок живой 200г;;
833061;Фасолевый замес 150г;;
833062;Терр из бак/рук/фист 180г;;
833063;Тар-Тар из лосося 120г;;
833064;Карпачо осьминога 180г;;
833065;Г/диафрагма/кармин 150г;;
833066;Тако лакедра 100г;;
833067;Икра красная 25г;;
833068;Татаки лакедра 100г;;
833069;Манго & Авокадо 230гр;;
833070;Тар-Тар слад/креветк 110г;;
833071;Тар-Тар лакедр/арбуз 120г;;
833072;Тост с икрой омуля 180г;;
833073;Гуакомоле карт/чипсы 220г;;
833074;Террин тел с фуа-гра 300г;;
833075;Голл сельдь на тосте 130г;;
833076;Рулет авокадо/краб 180г;;
833077;Заливное по-рыбацки 230г;;
833078;Зельц из щечек 150г;;
833079;Сырная тарелка 140г;;
833080;Ливанские орехи 30 гр;;
833081;Тар-тар из вырезки 250г;;
833082;Тарелка к вину 150г;;
833083;Сырная тарелка 130г;;
833084;Мясная тарелка 120г;;
833085;Тарелка рыбная к вину;;
833086;Заливное мясное 50г;;
833087;Лобио из черных бобов 230;;
833088;Тар-тар/трюф масло 150г;;
833089;Карпачо с трюф маслом 150;;
834001;Гребешки мар/на льду 120г;;
834002;Шашлычки пильч/крев 4шт;;
834003;Хрустящие крабы 4шт;;
834004;Терренский салат 250г;;
834005;Гребешки цитр/с 170г;;
834006;Хрустящие крабы 160г;;
834007;Шашл из тигр креветк 180г;;
834008;Роллы тунца 150г;;
834009;"Устрица ""4 сезона"" 75г";;
834010;"Устр ""Серебр ракуш"" 90г";;
834011;Делайла 300г;;
834012;Морское дерби 260г;;
834013;Октопус 130г;;
834014;Икра кет в валованах 30г;;
834015;Ассорти рыбное 75г;;
834016;Осетрина заливная 150г;;
834017;Осетр банкетный целый;;
834018;Не использовать;;
834019;Cанти 250г;;
834020;Карпач/осьмин террин 290г;;
834021;Краб Джамбо 200г;;
834022;Бусаба 220г;;
834023;Мидии/рикота/конфи 160г;;
834024;Салат с греб гриль 120г;;
834025;Устрица с фуа-гра 55г;;
834026;Лобстер 150г;;
834027;Устрица Япония 90г;;
834028;Устрица на льду100г;;
834029;Мидии чеснок/чили300г;;
835001;Семга домашн посола 100г;;
835002;Русская закуска 170г;;
835003;Дорада в вишн/соусе 95г;;
835004;Лосось мар/гр НЭШИ 250г;;
835005;Пеше Коретто170г;;
835006;Сардинки/мар с отв/к 200г;;
835007;Селедочка/картоф 170г;;
835008;Сашими из лосося 150г;;
835009;Сёмга дом/посола 50г;;
835010;Икра красная 50г;;
835011;Карпаччо из лосося 160г;;
835012;Сёмга в сыре 105г;;
835013;Карпаччо из сибаса 130г;;
835014;Тар-тар тунец 120г;;
835015;Лакедра терияки 110г;;
835016;Саш лобст new stile 300г;;
835017;Торо тар-тар 65г;;
835018;Голанд сельдь на тост 250;;
835019;Закуска Омуль 150г;;
835020;Закуска сельдь 170г;;
835021;Тар-Тар тунец 240г;;
835022;Тар-Тар лосось 250г;;
835023;Тар-Тар лакедра 110г;;
835024;Тар тар тунец 180г;;
835025;Уни Дальневосточная 50г;;
835026;Севиче/сибас 180г;;
835027;Камчатский краб 300г;;
835028;Севиче серебр/горбыля 180;;
835029;Севиче дорадо 180г;;
836001;МIX-1 138г;;
836002;MIX-2 122г;;
836003;MIX-3 166г;;
836004;MIX-4 132г;;
836005;МIХ-5 194г;;
836006;Суши сэт ланч  1;;
836007;Суши сэт ланч  2;;
837001;Суши с лососем 31г;;
837002;Суши с угрем 31г;;
837003;Суши с тунцом 31г;;
837004;Сашими с тунцом ж/х 100г;;
837005;Сашими из сибаса 100г;;
837006;Суши с красной икрой 30г;;
837007;Суши с Тобико 28г;;
837008;Суши Торо с дайконом 64г;;
837009;Суши с тунцом и дайк 64г;;
837010;Суши с лососем 54г;;
837011;Суши с сибасом 27г;;
837012;Суши с дорадой 48г;;
837013;Суши с креветкой 64г;;
837014;Суши с гребешком 58г;;
837015;Суши с каракатиц 54г;;
837016;Суши с угрем 56г;;
837017;Суши с осьминогом 40г;;
837018;Суши с лакедрой 54г;;
837019;Суши с тунцом 54г;;
837020;Суши с торо 54г;;
837021;Суши с икрой мор/ежа 62г;;
837022;Сашими лосось 75г;;
837023;Сашими лакедра 75г;;
837024;Сашими сибас 75г;;
837025;Сашими дорада 75г;;
837026;Сашими тунец 75г;;
837027;Сашими торо 75г;;
837028;Татаки/лосось 180г;;
837029;Суши фуа-гра/икра ежа 86г;;
837030;Татаки тунец 160г;;
837031;Татаки Кобэ 160г;;
837032;Тар-тар тунец 160г;;
837033;Сашими дорада/спаржа 200г;;
837034;Тар-тар лосось 160г;;
837035;Тар-тар дорада 160г;;
837036;Cашими лосось 45г;;
837037;Сашими лакедра 45г;;
837038;Сашими дорада 45г;;
837039;Сашими тунец 45г;;
837040;Сашими торо 45г;;
837041;Канжи дорада 150г;;
837042;Саке татаки 180г;;
837043;"Татаки ""Тунец"" 220г";;
837044;Татаки Кобэ 125г;;
837045;Тар-тар лосося н/л 150г;;
837046;Нигири Торо понзу 54г;;
837047;Нигири Кобэ 56г;;
837048;Суши с Ерингами 54г;;
837049;Суши со спаржей 54г;;
837050;Татаки Вогю 75г;;
837051;Суши лосось 60г н/с;;
837052;Суши гребешок 60г н/с;;
837053;Суши тунец 60г н/с;;
837054;Суши дорада 60г н/с;;
837055;Суши каракатица 60г н/с;;
837056;Суши торо 60г н/с;;
837057;Суши лакедра 60г н/с;;
837058;Сашими лосось 50г н/с;;
837059;Сашими тунец 50г н/с;;
837060;Сашими гребешок 50г н/с;;
837061;Сашими дорада 50г н/с;;
837062;Сашими торо 50г н/с;;
837063;Сашими лакедра 50г н/с;;
837064;Суши сладкая креветка 64г;;
837065;Сашими слад креветка 45г;;
837066;Сашими гребешок 45г;;
837067;Гункан с черной икрой 56г;;
837068;Карпачо Сет 40г;;
837069;Татаки печень 180г;;
837070;Сашими лобстер 1г;;
837071;Суши с мини-спаржей 48г;;
837072;Суши с грибами еринги 58г;;
837073;Магуро татаки 350г;;
837074;Сашими угорь 80г;;
837075;Тунец с яп.запр.200г;;
837076;Сашими Уни 90г;;
837077;Суши Хокигай 55г;;
837078;Суши мини-спаржа 67г;;
837079;Суши еринги 68г;;
837080;Суши Ботан Эби 70г;;
837081;Сашими Ботан Эби 70г;;
837082;Сашими угорь х/к 65г;;
837083;Суши Торо/устр масло 68г;;
837084;Суши Кобэ/устр масло 54г;;
837085;Запеченные суши с тун 64г;;
837086;Запечен суши с лакедр 64г;;
837087;Туна татаки 150г;;
838001;Ролл Калифорния 190г;;
838002;Ролл Филадельфия 155г;;
838003;Ролл тунец 96г;;
838004;Ролл угорь 90г;;
838005;Ролл тунец 160г;;
838006;Ролл Калифорния 94г;;
838007;Ролл Калифорния 54г;;
838008;Ролл Филадельфия 100г;;
838009;Ролл Филадельфия 54г;;
838010;Ролл Угорь 68г;;
838011;Ролл Тунец 42г;;
838012;Ролл Угорь 34г;;
838013;Роллы с огурцом 100г;;
838014;Роллы с авокадо 100г;;
838015;Роллы с угрем 110г;;
838016;Роллы с камч/краб жар 85г;;
838017;Роллы с жар/креветк 120г;;
838018;Креветка темпура 190г;;
838019;Роллы с тунцом 110г;;
838020;Роллы Неги-торо 110г;;
838021;Ролл с м/панц крабом 220г;;
838022;Роллы с тун/трюф мас 150г;;
838023;Роллы с лососем 110г;;
838024;Роллы Филадельфия 180г;;
838025;Спайс лосось 33г;;
838026;Спайс дорада 33г;;
838027;Спайс гребешок 35г;;
838028;Спайс тунец 33г;;
838029;Спайс фуа-гр икр м/ёж 70г;;
838030;Ролл лакедра устр/с 110г;;
838031;Ролл жареная лакедра 190г;;
838032;Томаго Нигири 100г;;
838033;Роллы пекинская утка 135г;;
838034;Тунец Премиум маки 150г;;
838035;Хрустящий краб маки 100г;;
838036;Ролл с хруст креветк 150г;;
838037;Эби Но Маки 110г;;
838038;Ясай Маки 110г;;
838039;Спайс угорь 64г;;
838040;Гункан Торо/кинза 68г;;
838041;Гункан Тунец/кинза 68г;;
838042;Гункан Гребешок/кинза 68г;;
838043;Спайс лосось 66г;;
838044;Спайс дорада 66г;;
838045;Спайс гребешок 66г;;
838046;Спайс тунец 66г;;
838047;Рол ов леп 200г Кикуджиро;;
838048;Роллы овощные с гриб 85г;;
838049;Темпура грибная 85г;;
838050;Темпура фиш маки 120г;;
838051;Роллы с курицей 140г;;
838052;Ролл ж/дорада 120г;;
838053;Ролл гребеш/зел ябл 110г;;
838054;Остр ролл ж/лакедра 120г;;
838055;Ролл королевск краб 120г;;
838056;Спайс туна ролл 120г;;
838057;Гункан Фуа-гра 56г;;
838058;Гункан Фуа-гр/ик м/еж 56г;;
838059;Чу торо хенд ролл 80г;;
838060;Хэнд ролл лакедра 80г;;
838061;Ролл лосось зел/ябл 115г;;
838062;Ролл корол/креветка 120г;;
838063;Бэби кальм темп ролл 110г;;
838064;Спайс лакедра 70г;;
838065;Спайс королевск краб 70г;;
838066;Спайс торо 70г;;
838067;Спайс мидии 70г;;
838068;Спайс сладк креветка 70г;;
838069;Японская трапеза 300г;;
838070;Ролл запечен гребеш 120г;;
838071;Гункан красная икра 58г;;
838072;Гункан тобико 58г;;
838073;Ролл хруст/спаржа 180г;;
838074;Ролл хруст/угорь 120г;;
838075;Сладкий ролл170г;;
838076;Ролл хруст/тунец 140г;;
838077;Ролл с тофу и мар/ог 180г;;
838078;Ролл жар.кальм 190г;;
838079;Ролл/ов. в лим.соусе 145г;;
838080;Спайс тигр/крев. 80г;;
838081;Ролл лос в тер/с 185г;;
838082;Остр ролл ж/лакедра 150г;;
838083;Камч.краб/май/юзу 115г;;
838084;Не использовать;;
838085;Ролл тунец/бонито 170г;;
838086;Ролл Лосось/масл юзу 160г;;
838087;Спайс Хокигай 65г;;
838088;Ролл Дорада 155г;;
838089;Спайси авокадо 74г;;
838090;Спайси шимиджи 82г;;
838091;Ролл спаржа/папайя 220г;;
838092;Горяч ролл ер/тофу 180г;;
838093;Спринг-ролл тофу 350г;;
838094;Ролл Кобе 180г;;
838095;Ролл Саери 150г;;
838096;Ролл угорь х/к 110г;;
838097;Ролл лосось юзу масл 210г;;
838098;Ролл краб/тофу инари 130г;;
838099;Ролл гребеш зел/ябл 160г;;
838100;Ролл тун/клуб/лос/ябл 170;;
838101;Хенд-ролл с устрицами 80г;;
838102;Ролл лакедр/устр/мас 190г;;
838103;Спринг-ролл ананас 190г;;
838104;Ролл краб/филадельф 220г;;
838105;Ролл Красное море 180г;;
838106;Ролл Вагю/Кимчи 190г;;
838107;Ролл греб/папайя 170г;;
838108;Ролл соба/аками 90г;;
838109;Хендролл гребешок 80г;;
838110;Спайс окра 80г;;
839001;Вассаби п/ф;;
839002;Тунец варёный п/ф;;
839003;Соус соевый лайт п/ф;;
839004;Уксус суши п/ф;;
839005;Соус Уноги п/ф;;
839006;Соус Спайс п/ф;;
839007;Соус устричный тирияк п/ф;;
839008;Соус лимон/мирин п/ф;;
839009;Заправка тар-тар п/ф;;
839010;"Соус ""Темпура"" п/ф";;
839011;Рис Тамаки/уксус п/ф;;
839012;Суши с кр/икрой 30г п/ф;;
839013;Суши с Тобико 28г п/ф;;
839014;Суши Торо с дайк 32г п/ф;;
839015;Суши с тун и дайк 32г п/ф;;
839016;Суши с лососем 27г п/ф;;
839017;Суши с сибасом 27г п/ф;;
839018;Суши с дорадой 24г п/ф;;
839019;Суши с креветкой 30г п/ф;;
839020;Суши с гребешком 29г п/ф;;
839021;Суши с каракатиц 27г п/ф;;
839022;Суши с угрем 28г п/ф;;
839023;Суши с осьминогом 20г п/ф;;
839024;Суши с лакедрой 27г п/ф;;
839025;Суши с тунцом 27г п/ф;;
839026;Суши с торо 27г п/ф;;
839027;Суши c икр м/ежа 31г п/ф;;
839028;Рис Тамаки пар п/ф;;
839029;Суши с уткой 28г п/ф;;
839030;Суши с омлетом 28г п/ф;;
839031;Соус уксус васаби п/ф;;
839032;Мисо соус д/креветки п/ф;;
839033;"Соус ""Ялопения"" п/ф";;
839034;"Соус ""Кинки"" п/ф";;
839035;"Мисо ""Mustard"" п/ф";;
839036;"Мисо ""Yvan"" п/ф";;
839037;Маринад д/комбу п/ф;;
839038;Соус мисо тарагоши п/ф;;
839039;Гункан Тор/кин 34г п/ф;;
839040;Гункан Тунец/кинз 34г п/ф;;
839041;Гункан Греб/кинза 34г п/ф;;
839042;"Соус ""Кинза"" п/ф";;
839043;Спайс лосось 33г п/ф;;
839044;Спайс дорада 33г п/ф;;
839045;Спайс гребешок 33г п/ф;;
839046;Спайс тунец 33г п/ф;;
839047;Спайс угорь 32г п/ф;;
839048;Соус зел к ролл/краб п/ф;;
839049;Ролл овощной 160г п/ф;;
839050;Cоус мисо спайс п/ф;;
839051;Сашими соус п/ф;;
839052;Дайкон маринованый п/ф;;
839053;Гункан Лосось 34г п/ф;;
839054;Соус д/мягк-панц краб п/ф;;
839055;Чили соус п/ф;;
839056;Суномоно п/ф;;
839057;Мисо спайс п/ф;;
839058;Пюре авокадо п/ф;;
839059;Заправка суши трюфель п/ф;;
839060;Устричное масло п/ф;;
839061;Начинка ананас п/ф;;
840001;Морской миндаль*;;
840002;Водоросли 2г*;;
840003;Кулателло*;;
840004;Огурец малосольный 75г*;;
840005;Груша *;;
840006;Помидоры черные*;;
840007;Говяжья щека*;;
840008;Патисоны мини желт*;;
840009;Патисоны мини зел*;;
840010;Тел толстый край*;;
840011;Кукуруза мини*;;
840012;Баран/корейка*;;
840013;Баран/мякоть*;;
840014;Баран/рубка*;;
840015;Гребешки*;;
840016;Сибас 100г*;;
840017;Мини патиссоны*;;
840018;Ветчина*;;
840019;Перец остр/сол 30г*;;
840020;Помидор соленый 90г*;;
840021;Черемша соленая 50г*;;
840022;Чеснок маринован 70г*;;
840023;Капуста кр/квашеная 100г*;;
840024;Жир бараний*;;
840025;Корень хрена*;;
840026;Айва*;;
840027;Мясо д/солянки *;;
840028;Кальмары baby*;;
840029;Корейка Австр тел б/к*;;
840030;Вырезка телячья 2-4*;;
840031;Бедро куриное *;;
840032;Утиные каркасы*;;
840033;Утка 300г*;;
840034;Плод дракона*;;
840035;Корейка ягненка 120г*;;
840036;Мякоть голени ягненка*;;
840037;Креветки б/г 21/25*;;
840038;Бедро кур 200г*;;
840039;Бобы соевые*;;
840040;Помидоры cливки*;;
840041;Сибас 150г*;;
840042;Тунец 200г*;;
840043;Палтус 150г*;;
840044;Корейка б/к 250г*;;
840045;Банановый лист*;;
840046;Перец д/фарширов *;;
840047;Джиз 220г *;;
840048;Вырезка гов Авс 250г *;;
840049;Баран задн часть*;;
840050;Мясные кости баран*;;
840051;Чеснок тайский *;;
840052;Грудинка баранья*;;
840053;Вырезка-филе баранья*;;
840054;Корейка баранья*;;
840055;Ребрышки бараньи*;;
840056;Брюшина барнья*;;
840057;Шея/мякоть баранья*;;
840058;Таз бараний*;;
840059;Лопатка баранья*;;
840060;Голяшка/рулька баранья*;;
840061;Вырезка тел 2-4 200г*;;
840062;Обрезь баранья*;;
840063;Хребет бараний*;;
840064;Кости бараньи*;;
840065;Перец острый*;;
840066;Стерлядь филе *;;
840067;Стерлядь для бульона*;;
840068;Компанента Озеки Рери*;;
840069;Тунец 150г*;;
840070;Джиз*;;
840071;Шея говяжья*;;
840072;Дорада 100г*;;
840073;Лук молодой*;;
840074;Вырезка ягн 150г*;;
840075;Говяд мрам 200г *;;
840076;Морской язык 150г*;;
840077;Ежевика*;;
840078;Голубика*;;
840079;Малина*;;
840080;Клубника*;;
840081;Печень кролика*;;
840082;Почки кролика*;;
840083;Сибас чилийский 130г*;;
840084;Вырезка ягненка 130г*;;
840085;Салат Оаклиф*;;
840086;Лолло-Грин*;;
840087;Китайская капуста*;;
840088;Вырезка ягненка 165г*;;
840089;Филе утки 170г*;;
840090;Корейка кролика 170г*;;
840091;Салат Эскариол*;;
840092;Кальмар 30г*;;
840093;Помидор 70г*;;
840094;Каре ягненка на вес*;;
840095;Сосиска 55г*;;
840096;Сарделька 90г*;;
840097;Семга филе 160г*;;
840098;Крылья куриные*;;
840099;Вырезка-шашлык-баран*;;
840100;Перепела грудки*;;
840101;Перепела ножки*;;
840102;Палтус х/к*;;
840103;Кальмар филе*;;
840104;Свиные ребра*;;
840105;Телятина Австралия обр*;;
840106;Лист виногр/сол*;;
840107;Ананас*;;
840108;Редька маргеланская*;;
840109;Утиное бедро 290г*;;
840110;Инжир*;;
840111;Редька дайкон*;;
840112;Обрезь куриная*;;
840113;Крылышки Истрицы*;;
840114;Печень тел/австр 200г*;;
840115;Свиная мякоть*;;
840116;Свиные кости*;;
840117;Анчоусы филе*;;
840118;Телячья оссобука*;;
840119;Капуста кр/кочан*;;
840120;Буррата*;;
840121;Окорок свиной*;;
840122;Лук маринованный*;;
840123;Виноград зеленый б/к*;;
840124;Вишня коктейльная*;;
840125;Лопатка ягненка 300г*;;
840126;Лангустины филе*;;
840127;Лангустины панц*;;
840128;Цесарка тушка*;;
840129;Филе черта 150г*;;75л
840130;Мякоть косули*;;
840131;Мякоть для Каприоло 300г*;;
840132;Лопатка ягненка 250г*;;
840133;Цыпленок 180г*;;
840134;Мякоть кролика*;;
840135;Сибас обрезь*;;
840136;Вырезка Австралия 200г*;;
840137;Корень лотоса*;;
840138;Треска черная 200г*;;
840139;Лист бамбука 4г*;;
840140;Лист лотоса*;;
840141;Водяной орех*;;
840142;Пак Чой кр*;;
840143;Карэ ягненка 200г*;;
840144;Черный Киш-Миш*;;
840145;Утка запеч/обрезь 80г*;;
840146;Утка пекин/запеч 120г*;;
840147;Грейпфрут*;;
840148;Огурец м/с 85г*;;
840149;Помидор м/с 80г*;;
840150;Кресс-салат*;;
840151;Тыква*;;
840152;Цыпленок 350г*;;
840153;Семга 130г*;;
840154;Морской окунь 140г*;;
840155;Форель 140г*;;
840156;Котлетное мясо*;;
840157;Голяшка/рулька 340г*;;
840158;Помидор м/с 50г*;;
840159;Огурцы сол/резаные*;;
840160;Треска черная*;;
840161;Треска черн 160г*;;
840162;Тунец 180г*;;
840163;Вырезка телячья 120г*;;
840164;Дорада 140г*;;
840165;Прошутто Котто*;;
840166;Вырезка 120г*;;
840167;Черная треска 50г*;;
840168;Печень 160г*;;
840169;Печень 120г*;;
840170;Сосиски мол*;;
840171;Краб мягкий 110г*;;
840172;Печень 140г*;;
840173;Вырезка Австралия*;;
840174;Стейк Рибай*;;
840175;Помидоры азер/крупн*;;
840176;Помидоры св*;;
840177;Карп*;;
840178;Мидии в раковине*;;
840179;Веточка красн смородины*;;
840180;Стручок ванили*;;
840181;Цветок фуксии*;;
840182;Сосиска ТСЦ 25г*;;
840183;Сибас 200*;;
840184;Утка запеч/мякоть*;;
840185;Капуста квашеная*;;
840186;Дыня канталупа*;;
840187;Кабачки молодые*;;
840188;Говяд мар д/карпачо*;;
840189;Сибас 50*;;
840190;Картофель молодой*;;
840191;Вырезка импорт 100г*;;
840192;Грибы лисички св/м*;;
840193;Лапша рис/тонк/отв*;;
840194;Лисички св/м* 1с;;
840195;Лисички св/м* 2с;;
840196;Мякоть кролика*;;
840197;Окорочек кролика 250г*;;
840198;Кости кролика*;;
840199;Реберное мясо св*;;
840200;Лопатка свиная*;;
840201;Щеки свиные*;;
840202;Свиная вырезка 150г*;;
840203;Кости фазана*;;
840204;Мякоть фазана резаная*;;
840205;Кости косули*;;
840206;Мякоть косули резаная*;;
840207;Корейка косули 100г*;;
840208;Барабулька целая*;;
840209;Пампус серебристый целый*;;
840210;Окунь красный целый*;;
840211;Лимоны*;;
840212;Утка запеченая с кожей*;;
840213;Шашлык тел 120г*;;
840214;Шашлык из телятины 80г*;;
840215;Свиная корейка 250г*;;
840216;Рис очищенный*;;
840217;Антрекот гов.кош.*;;
840218;Филе цыплят кош.*;;
840219;Анчоусы в соли*;;
840220;Сморчки замоч*;;
840221;Перец красный*;;
840222;Перец желтый*;;
840223;Перец зеленый*;;
840224;Дыня*;;
840225;Артишоки по-римски*;;
840226;Хурма 200г*;;
840227;Грибы белые в масле*;;
840228;Утиная печень*;;
840229;Артишоки*;;
840230;Помидоры вяленые*;;
840231;Лук кр мар*;;
840232;Дорада филе 180г*;;
840233;Цукини д/дорады*;;
840234;Обрезь мясная дичь*;;
840235;Мякоть кабана*;;
840236;Мясо морского ежа*;;
840237;Облепиха св/м*;;
840238;Перепелка 110г*;;
840239;Угорь копченый*;;
840240;Печень куриная 120г/шт*;;
840241;Сердцевидки* 70гр;;
840242;Сердцевидки* 210гр;;
840243;Семга для Сашими*;;
840244;Сибас 220г*;;
840245;Маслины с косточкой*;;
840246;Картофель французский*;;
840247;Колбаска-сосиска 25г*;;
840248;Стебель лимонника*;;
840249;Морской язык*;;
840250;Ледяная рыба 100г*;;
840251;Сибас филе*;;
840252;Моллюск Хокигой*;;
840253;Морские водоросли*;;
840254;Капуста к/к мини*;;
840255;Лофант*;;
840256;Палтус 120г*;;
840257;Мини фенхель*;;
840258;Мини брокколи*;;
840259;Мини морковь*;;
840260;Мини цукини*;;
840261;Мини баклажан*;;
840262;Шимиджи*;;
840263;Подорожник*;;
840264;Сёмга 100*;;
840265;Солнечник 100г*;;
840266;Еринги*;;
840267;Поррей мини 30г*;;
840268;Печень телячья*;;
840269;Окорочек жар 100г*;;
840270;Ледяная рыба*;;
840271;Сибас тушка*;;
840272;Палтус*;;
840273;Палтус 50гр*;;
840274;Св.вырезка 100г*;;
840275;Барабулька 240г*;;
840276;Барамундия филе 150г*;;
840277;Сёмга для бульона*;;
840278;Барабулька 200г*;;
840279;Утка пекин/запеч 110г*;;
840280;Сибас на коже филе 200г*;;
840281;Тунец желтоперый*;;
840282;Хвост лобстера 100г*;;
840283;Красный цикорий*;;
840284;Чили зел/стручковый*;;
840285;Шизо ред*;;
840286;Треска 160г*;;
840287;Оливки зел/крупные*;;
840288;Барамундия обрезь*;;
840289;Форель на коже*;;
840290;Помидоры желтые*;;
840291;Помидоры Черри черные*;;
840292;Помидоры Черри пальчики*;;
840293;Картофель фиолетовый*;;
840294;Треска обрезь*;;
840295;Палтус стейк 300г*;;
840296;Перепелка 120г*;;
840297;Оссобуко 350г*;;
840298;Репа*;;
840299;Саланова*;;
840300;Лакедра Кинки*;;
840301;Лосось Кинки*;;
840302;Сибас Кинки*;;
840303;Дорада Кинки*;;
840304;Тунец Аками Кинки*;;
840305;Тунец Торо Кинки*;;
840306;Креветка Кинки*;;
840307;Угорь Кинки*;;
840308;Песчаный краб Кинки* 160г;;
840309;Гребешок Кинки*;;
840310;Кальмар Кинки*;;
840311;Осьминог Кинки*;;
840312;Тунец Кинки*;;
840313;Обрезь кур деревенских*;;
840314;Сибас 125г*;;
840315;Каркасы кур*;;
840316;Каракатица Кинки*;;
840317;Угорь 100г*;;
