Product_code;Product_name;;
848635;Щавель*;;
848636;Редис*;;
848637;Сырники п/ф;;
848638;Авокадо*;;
848639;Обрезь вырезка Тар-Тар*;;
848640;Салат Латук*;;
848641;"Салат""шизо"" микс*";;
848642;Клюква*;;
848643;Курица д/супа*;;
848644;Корзина/пармезан 20г п/ф;;
848645;Кабачки молодые*;;
848646;Окрошка Д-3 п/ф;;
848647;Грудка цесарки *;;
848648;Суп-пюре бел/гриб п/ф;;
848649;Суп-пюре топинам п/ф;;
848650;Мини перец фарширов п/ф;;
848651;Рис кубань п/ф;;
848652;Гаспачо огур/авок п/ф;;
848653;Гаспачо томат п/ф;;
848654;Лайм*;;
848655;Морковь с/м*;;
848656;Австралия п/ф 160г;;
848657;Арбуз*;;
848658;Черри Банч(мелкие)*;;
848659;Кумкват*;;
848660;Кинза*;;
848661;Фаланга кр панц крупн*;;
848662;Ростки подсолнуха*;;
848663;Топинамбур*;;
848664;Мини перец*;;
848665;Тархун св*;;
848666;Грибы Еноки*;;
848667;Соя пророщеная*;;
848668;Фасоль зеленая*;;
848669;Фаланга кр панц мелк*;;
848670;Паппардели-лапша п/ф;;
848671;Корейка ягненка 160г *;;
848672;Телятина обрезь*;;
848673;Ледяная рыба*;;
848674;Суп-пюре цукини п/ф;;
848675;Щи кольраб/ягн п/ф;;
848676;Бульон бараний п/ф;;
848677;Равиоли п/ф;;
848678;Тесто миндальное п/ф;;
848679;Ньоки бел п/ф;;
848680;Рагу из кальмаров п/ф;;
848681;Мякоть баранины*;;
848682;Ньоки черные п/ф;;
848683;Виноград черн б/к*;;
848684;Баран д/бульона *;;
848685;Крылышки кур фри п/ф;;
848686;Мякоть телятины*;;
848687;Грибы лисички св*;;
848688;Крылья кур *;;
848689;Фасоль гигант п/ф;;
848690;Курдюк*;;
848691;Голень ягненка 300г п/ф;;
848692;Утка копченая п/ф;;
848693;Руккола п/ф не использ;;
848694;Паста руккола п/ф;;
848695;Лисички отварные п/ф;;
848696;Пюре из сельдерея п/ф;;
848697;Помидоры конфи п/ф;;
848698;Лопатка козленка п/ф;;
848699;Мякоть козленка*;;
848700;Паста трюфельная п/ф;;
848701;Омлетная смесь п/ф;;
848702;Осьминог охл*;;
848703;Голень ягненка 300г*;;
848704;Корейка оленя 160г*;;
848705;Помидоры сливки*;;
848706;Папайя*;;
848707;Помело*;;
848708;Оленина маринов 160г п/ф;;
848709;Филе трески*;;
848710;Стейк семги 130г п/ф;;
848711;Паста Тальлиолини п/ф;;
848712;Баран д/плова *;;
848713;Лонган*;;
848714;Орех грецкий*;;
848715;Кольраби*;;
848716;Креветки в паутине п/ф;;
848717;Шашлык телятина п/ф;;
848718;Шашлык баранина п/ф;;
848719;"Салат ""Бахор"" п/ф";;
848720;Фарш д/чебурек/м п/ф;;
848721;Тесто д/чебуреков п/ф;;
848722;Чебуреки с мясом 130г п/ф;;
848723;Фарш д/чебурек/к п/ф;;
848724;Чебуреки с карт 110г п/ф;;
848725;Уксус бальзамик/б п/ф;;
848726;Гарнир д/мор/черта п/ф;;
848727;Рыба-мечь 160г*;;
848728;Морской черт 160г*;;
848729;Морской язык 120г*;;5 см
848730;Ростки гороха*;;
848731;Дикий рис д/краб котл п/ф;;
848732;Крабовые котл 40г п/ф;;
848733;Масса креветочная п/ф;;
848734;Морской язык 220г п/ф;;
848735;Обрезь рыб*;;
848736;Зелень п/ф;;
848737;Сардинки*;;
848738;Кости рыб*;;
848739;Чесночный майонез п/ф;;
848740;Гренки/сезам п/ф;;
848741;Буйабес п/ф;;
848742;Рыбный бульон нов п/ф;;
848743;Телятина 150г*;;
848744;Масса котлетная инд п/ф;;
848745;Фисташки в масле п/ф;;
848746;Шурпа п/ф;;
848747;Горох Нут п/ф;;
848748;Долма п/ф;;
848749;Думляма п/ф;;
848750;Фарш для Чучвары п/ф;;
848751;Тесто на Чучвару п/ф;;
848752;Чучвара п/ф;;
848753;Люля-кебаб масса п/ф;;
848754;Сардинки потрошеные*;;
848755;Филе черта*;;
848756;Филе языка*;;
848757;Говядина д/карпаччо*;;
848758;Мясной набор д/блинов п/ф;;
848759;Феттучини п/ф;;
848760;Шницель индейка 150г п/ф;;
848761;Куриная ножка 250г п/ф;;
848762;Медальон гов 120г п/ф;;
848763;Голубцы/кит/кап 300г п/ф;;
848764;Свиная отбивная 125г п/ф;;
848765;Курица д/фет 150г п/ф;;
848766;Судак 120г п/ф;;
848767;Свинина с сыр 150г п/ф;;
848768;Сельдерей стебель*;;
848769;Морской коктель п/ф;;
848770;Мини овощи гриль п/ф;;
848771;Масло пряные травы п/ф;;
848772;"Соус ""Ромеско"" п/ф";;
848773;Масло пр/тр с Кикоман п/ф;;
848774;Томаты запеченые п/ф;;
848775;Грибное рагу п/ф;;
848776;Рис д/ризот исп п/ф;;
848777;Щека телячья 150г п/ф;;
848778;"Баран ""Узбечка"" п/ф";;
848779;Соус бел вин/шафран п/ф;;
848780;Лазанья п/ф;;
848781;Яблоки в карамели п/ф;;
848782;Фуа-гра запеченая п/ф;;
848783;Аджабсанда п/ф;;
848784;Картофель по-узбекски п/ф;;
848785;Томаты с зеленью п/ф;;
848786;Гранд равиоли п/ф;;
848787;Соус трюфельный п/ф;;
848788;Шашлык телятина 120г п/ф;;
848789;Шашл баран мар 130г п/ф;;
848790;Баран д/шашлыка*;;
848791;Баран д/самсы*;;
848792;Баран д/чебурека*;;
848793;Баран д/чучвары*;;
848794;Баран д/аджабсанда*;;
848795;Фарш д/люля п/ф;;
848796;Баран д/шурпы*;;
848797;Морковь куб п/ф;;
848798;Морковь соломка*;;
848799;Соус красное вино п/ф;;
848800;Паппарделли тесто п/ф;;
848801;Соус бел/вин/парм п/ф;;
848802;Сазан 170г п/ф;;
848803;Лапша куриная с фрикадель;;
848804;Лагман жареный п/ф;;
848805;Сазан 160г *;;
848806;Шашлык из осетра 120г п/ф;;
848807;Сазан маринован 160г п/ф;;
848808;Фарш куриный п/ф;;
848809;Аджабсанда 180г *;;
848810;Начинка д/ч с зел п/ф;;
848811;Поджарка к долме п/ф;;
848812;Каша пшенная п/ф;;
848813;Фарш для перца п/ф;;
848814;Нарын п/ф;;
848815;Айва фарш 200г п/ф;;
848816;Плов праздничный п/ф;;
848817;Каша рисовая п/ф;;
848818;Блинчик с мясом 100г п/ф;;
848819;Блинчик с яблок 100г п/ф;;
848820;Блинчик с творог 100г п/ф;;
848821;Фрикадельки куриные п/ф;;
848822;Бульон с фрикаделькам п/ф;;
848823;Арахис п/ф;;
848824;Смесь крахмальная п/ф;;
848825;Мясо для вока 100г п/ф;;
848826;Бедро кур мар п/ф;;
848827;Соус д/лапш синг п/ф;;
848828;Пряная соль п/ф;;
848829;Темпура китайская п/ф;;
848830;Кальмар кляр 180г п/ф;;
848831;Чеснок жар п/ф;;
848832;Соус д/широк лапш п/ф;;
848833;Соус д/кальм по-тайск п/ф;;
848834;Соус к тел Чили/тобан п/ф;;
848835;Паста странгоци п/ф;;
848836;Фуа-гра в желе 125г п/ф;;
848837;Фуа-гра в шокол 30г п/ф;;
848838;Желе д/фуа-гры п/ф;;
848839;Бульон бараний п/ф;;
848840;Гренки черные п/ф;;
848841;Помидоры конфи п/ф;;
848842;Телятина 160г п/ф;;
848843;Соус для перца п/ф;;
848844;Карэ ягненка 100г п/ф;;
848845;Мякоть гол ягн 100г п/ф;;
848846;Шампиньон 100г п/ф;;
848847;Картофельная масса п/ф;;
848848;Крокеты картоф 50г п/ф;;
848849;Утка печеная 200г п/ф;;
848850;Фарш бараний п/ф;;
848851;Истрица жареная п/ф;;
848852;Рис тайский на пару п/ф;;
848853;Мясо д/вока 150г*;;
848854;Тыквенное пюре п/ф;;
848855;Бедро кур мар 200г п/ф;;
848856;Палтус п/ф 230г;;
848857;Масса крев д/палт п/ф;;
848858;Палтус п/ф 250г;;
848859;Конкас помид д/сибаса п/ф;;
848860;Телятина край п/ф 250г;;
848861;Перец печеный п/ф;;
848862;Вырезка гов Авст 200г п/ф;;
848863;Перловка с семечками п/ф;;
848864;Джиз отварной 150г п/ф;;
848865;Гарнир д/тунца п/ф;;
848866;Фарш д/люля бар п/ф;;
848867;Варен с творогом п/ф;;
848868;Масло топленое п/ф;;
848869;Творож начинка п/ф;;
848870;Лазанья 300г п/ф;;
848871;Баран рубка п/ф;;
848872;Баран д/шурпы п/ф;;
848873;Баран д/плова п/ф;;
848874;Баран д/бульона п/ф;;
848875;Уха из стерляди п/ф;;
848876;Шашлык св п/ф 230г;;
848877;Аджаб овощ п/ф;;
848878;Вырезка говяжья запеч п/ф;;
848879;Узбечка п/ф;;
848880;Маринад д/шашлыка п/ф;;
848881;Шашл тел мар 120г п/ф;;
848882;Зирвак п/ф;;
848883;Овощи в цитр/соус п/ф;;
848884;Стерлядь маринов 200г п/ф;;
848885;Базилик сушеный п/ф;;
848886;Петрушка сушеная п/ф;;
848887;Мясной мусс п/ф;;
848888;Роллы из вырез ягн п/ф;;
848889;Картоф с прян трав п/ф;;
848890;Гов/мрам/мар 200г п/ф;;
848891;Корочка д/языка 25г п/ф;;
848892;Ребрышки запеч п/ф 200г;;
848893;Кур/грудка/шпин п/ф 180г;;
848894;Рис к грудке п/ф 90г;;
848895;Корочка д/языка п/ф;;
848896;Соус зеленый п/ф;;
848897;Овощи д/языка п/ф;;
848898;Соус рикотта п/ф;;
848899;Яблоки в карамели п/ф;;
848900;Равиоли рикотта/парма п/ф;;
848901;Начинка рикотта/парма п/ф;;
848902;Индейка п/ф;;
848903;Равиоли с креветками п/ф;;
848904;Потр кролика 130г п/ф;;
848905;Морской язык с корочк п/ф;;
848906;Сибас 130г п/ф;;
848907;Аяччо 250г п/ф;;
848908;Кальмар 80г п/ф;;
848909;Ризотто с кальм 140г п/ф;;
848910;Груша п/ф;;
848911;Крылышки к Гурме п/ф;;
848912;Шашлык кур/мар 150г п/ф;;
848913;Кумкваты в сахаре п/ф;;
848914;Шашлык из кур п/ф 150г;;
848915;Кролик 200г п/ф;;
848916;Колб к пив 60г п/ф;;
848917;Гарнир д/кролика п/ф;;
848918;Заправка хрен п/ф;;
848919;Стерлядь марин п/ф;;
848920;Кальмар фарш 240г п/ф;;
848921;Суп-пюре бел спар п/ф;;
848922;Суп-пюре зел спар п/ф;;
848923;Кролик с вешенк 220г п/ф;;
848924;Бульон д/суп/спар п/ф;;
848925;Перепела марин 110г п/ф;;
848926;Картофель к перепелам п/ф;;
848927;Спаржа белая п/ф;;
848928;Рис д/ризотто 140г п/ф;;
848929;Потатос Типико п/ф;;
848930;Бедро фарш/марин 200г п/ф;;
848931;Рулет куриный п/ф;;
848932;Ньоки тыквенные п/ф;;
848933;Оссобуко 290г п/ф;;
848934;Баранья ножка 290г п/ф;;
848935;"Рис ""Венера"" п/ф";;
848936;Слойка с грибами 60г п/ф;;
848937;Пельмени с мяс/дет п/ф;;
848938;Вареники с карт/дет п/ф;;
848939;Котлета д/гамб 140г п/ф;;
848940;Голубцы Горб 300г п/ф;;
848941;Жаркое Горб 300г п/ф;;
848942;Котлет/инд/Горб 130г п/ф;;
848943;Баранья голень 280г*;;
848944;Утиное бедрышко 250г п/ф;;
848945;Инжир конфит п/ф;;
848946;Гарнир к телятине п/ф;;
848947;Орикетти п/ф;;
848948;Свиная колбаса 250г п/ф;;
848949;Капуста туш/колб п/ф;;
848950;Ньоки картофельные п/ф;;
848951;Гороховый суп п/ф;;
848952;Лук/горч масса п/ф;;
848953;Капуста кр/туш п/ф;;
848954;Куриная колбаса 150г п/ф;;
848955;Каша овсяная п/ф;;
848956;Шпинат обжареный п/ф;;
848957;Колбаски кур жар 130г п/ф;;
848958;Колбаски бараньи 100г п/ф;;
848959;Фарш д/Маставы п/ф;;
848960;Казан-кебаб 170г п/ф;;
848961;Мастава п/ф;;
848962;Лосось н/уг 130г п/ф;;
848963;Бульон из лангуст п/ф;;
848964;Рис д/риз/ланг п/ф;;
848965;Йогуртовый соус п/ф;;
848966;Миндаль с сухарями п/ф;;
848967;Фарш д/Канелоне п/ф;;
848968;Канелоне/цесарк 200г п/ф;;
848969;Лопатка ягненка 300г п/ф;;
848970;Куриная колбаса 190г п/ф;;
848971;Грибы д/салата п/ф;;
848972;Овощи д/салата п/ф;;
848973;Черные оливки п/ф;;
848974;Томаты д/черта п/ф;;
848975;Черри маринов  п/ф;;
848976;Гель д/тостов п/ф;;
848977;Канелоне/мясо 200г п/ф;;
848978;Мясные рулеты 230г п/ф;;
848979;Мякоть запеч/птицы п/ф;;
848980;Колбаски св Дом 300г п/ф;;
848981;Лопатка ягненка 250г п/ф;;
848982;Суп луковый п/ф;;
848983;Суп тыквенный п/ф;;
848984;Начинка коз/сыр п/ф;;
848985;Тартелони с коз/сыр п/ф;;
848986;Гарнир д/цыпленка п/ф;;
848987;Цыпл маринов 180г п/ф;;
848988;Черри запеченые п/ф;;
848989;Чипсы тыквенные п/ф;;
848990;Кролик 80г п/ф;;
848991;Фарш свиной д/Дим Сам п/ф;;
848992;Жир свиной п/ф;;
848993;Масло с луком п/ф;;
848994;Начинка с сибасом п/ф;;
848995;Дим Сам свин 12г п/ф;;
848996;Рагу из кролика 160г п/ф;;
848997;Дим Сам с сиб 50г п/ф;;
848998;Соус ананасово-яблочн п/ф;;
848999;Фарш кревет/краб п/ф;;
849000;Дим Сам с кревет 33г п/ф;;
849001;Комплексный обед  1;;
849002;Комплексный обед  2;;
849003;Завтрак Чай/Яичница;;
849004;Завтрак Кофе/Яичница;;
849005;Завтрак Чай/Омлет;;
849006;Завтрак Кофе/Омлет;;
849007;Завтрак Чай/каша;;
849008;Завтрак Кофе/Каша;;
849009;Завтрак Чай/Йогурт;;
849010;Завтрак Кофе/Йогурт;;
849011;Завтрак Чай зел/Яичница;;
849012;Завтрак Чай зел/омлет;;
849013;Завтрак Чай зел/каша;;
849014;Завтрак Чай зел/Запеканка;;
849015;Завтрак Кофе/Запеканка;;
849016;Завтрак Чай/запеканка;;
849017;Фарш телят/баран п/ф;;
849018;Дим Сам с тел/бар 32г п/ф;;
849019;Масло д/аргентины п/ф;;
849020;Картофель до-фин п/ф;;
849021;Утка в геле 70г п/ф;;
849022;Лосось в геле 80г п/ф;;
849023;Яблоки для утки п/ф;;
849024;Шалот в соусе п/ф;;
849025;Колбаски св/отв 160г п/ф;;
849026;Колбаски св/дом 200г п/ф;;
849027;Колбаска кур/жар 130г п/ф;;
849028;Рататуй к колбаскам п/ф;;
849029;Курица мар/жар 160г;;
849030;Треска кр/соус 200г п/ф;;
849031;Треска темн/соус 200г п/ф;;
849032;Еноки фри п/ф;;
849033;Вырезка импорт 200г п/ф;;
849034;Рис/лист лотоса 350г п/ф;;
849035;Утка пекинская п/ф;;
849036;Суп с шампиньонами п/ф;;
849037;Суп фасолевый п/ф;;
849038;Рассольник п/ф;;
849039;Цыпленок 350г п/ф;;
849040;Вайлд Вест 160г п/ф;;
849041;Бульон бараний п/ф;;
849042;Суп Харчо п/ф;;
849043;Тесто д/лазаньи п/ф;;
849044;Масса котл/тел п/ф;;
849045;Овощи с грибами п/ф;;
849046;Гарнир овощной п/ф;;
849047;Картофель печеный п/ф;;
849048;Спирали цветные п/ф;;
849049;Гарнир д/рис котлет п/ф;;
849050;Котлетки рисовые 200г п/ф;;
849051;Треска черн/сол п/ф;;
849052;Перец конфи п/ф;;
849053;Министроне п/ф;;
849054;Тунец в манке 200г п/ф;;
849055;Тесто/панзоти п/ф;;
849056;Начинка/панзоти п/ф;;
849057;Панзоти п/ф;;
849058;Битело Тонато п/ф;;
849059;Цесарка запеч/мякоть п/ф;;
849060;Начинка тартелон/цес п/ф;;
849061;Тортелони цесарка п/ф;;
849062;Тортелони с цесаркой п/ф;;
849063;Мякоть раков вар п/ф;;
849064;Перепелка мар 70г п/ф;;
849065;Суп море прод п/ф;;
849066;Истрица мар 200г*;;
849067;Начинка тыква п/ф;;
849068;Долма 33г п/ф;;
849069;Долма готовая 25г п/ф;;
849070;Сливки карамель п/ф;;
849071;Котлетки по-узб 75г п/ф;;
849072;Мясо тушеное п/ф;;
849073;Парма нарезанная*;;
849074;Котлетка/инд жар 60г п/ф;;
849075;Обед с собой  1;;
849076;Обед с собой  2;;
849077;Дим Сам соус п/ф;;
849078;Овощи к телятине п/ф;;
849079;Цыпленок Ча 350г п/ф;;
849080;Тунец п/ф;;
849081;Шницель тел 380г п/ф;;
849082;Сибас 200г п/ф;;
849083;Свекольник п/ф;;
849084;Дим Сам овощной 47г;;
849085;Дим Сам морепрод 40г;;
849086;Дим Сам мясной 50г;;
849087;Набор стерляжий п/ф;;
849088;Китайская лепешка п/ф;;
849089;Китайский блинчик п/ф;;
849090;Цыпленок по-сыч 270г п/ф;;
849091;Капуста кольраби п/ф;;
849092;Суп-крем лисички п/ф;;
849093;Лапша рис/тонк/отв п/ф;;
849094;Тальлиотели п/ф;;
849095;Капуста б/к запеч п/ф;;
849096;Орехово-сырная присып п/ф;;
849097;Томатное рагу п/ф;;
849098;Окорочек кролика 120г п/ф;;
849099;Фрикад из кролика 80г п/ф;;
849100;Картофель/пюре/мускат п/ф;;
849101;Морковь отв/очищ п/ф;;
849102;Свекла отв/очищ п/ф;;
849103;Картофель отв/очищ п/ф;;
849104;Фарш д/макарон п/ф;;
849105;Телятина обрезь п/ф;;
849106;Набор д/фрикадел п/ф;;
849107;Капуста квашеная п/ф;;
849108;Рагу косули п/ф;;
849109;Рагу фазана п/ф;;
849110;"Лапша ""Удон"" п/ф";;
849111;Блинчик  85г п/ф;;
849112;Творог с мятой п/ф;;
849113;Дим Сам белый 30г п/ф;;
849114;Дим Сам желтый 35г п/ф;;
849115;Дим Сам зеленый 30г п/ф;;
849116;Шашлык из телятин 80г п/ф;;
849117;Шашлык тел/мар 80г п/ф;;
849118;Паста для карбонары п/ф;;
849119;Корейка кос/мар 100г п/ф;;
849120;Маслины сушеные п/ф;;
849121;Лопатка телячья п/ф;;
849122;Крокеты картофельные п/ф;;
849123;Начинка д/крокетов п/ф;;
849124;Панировка д/крокетов п/ф;;
849125;Цыпленок Гараж п/ф;;
849126;Ананасы п/ф;;
849127;Анчоусы п/ф;;
849128;Тост 80г п/ф;;
849129;Крем из креветок п/ф;;
849130;Дорада/ёж 240г п/ф;;
849131;Фрикад кос/каб 120г п/ф;;
849132;Сердцев в б-оне 210г п/ф;;
849133;Сельдерей гарнир п/ф;;
849134;Сердцевидк в б-не 70г п/ф;;
849135;Паштет из печени п/ф;;
849136;Перепелка 110г п/ф;;
849137;Креветочный льезон п/ф;;
849138;Фарш д/колбас свин п/ф;;
849139;Сердцевидки 70 гр;;
849140;Сердцевидки 210 гр;;
849141;Осьминог прессованый п/ф;;
849142;Мякоть сердцевидок п/ф;;
849143;Курица д/феттуч 130г п/ф;;
849144;Колбаски-сосиски п/ф;;
849145;Рис черный д/супа п/ф;;
849146;Бульон д/утиного супа п/ф;;
849147;"Лапша ""Удон"" 180г п/ф";;
849148;Фарш д/сосисок п/ф;;
849149;Фарш куриный п/ф;;
849150;Морск язык 200г п/ф;;
849151;Мусс кальмар п/ф;;
849152;Кролик 60г п/ф;;
849153;Мини овощи мар п/ф;;
849154;Мясо отварное п/ф;;
849155;Щи с фасолью п/ф;;
849156;Фарш для крокет п/ф;;
849157;Фарш д/тефтелей п/ф;;
849158;Капуста/перец жар п/ф;;
849159;Щи постные п/ф;;
849160;Мука овсяная п/ф;;
849161;Щницель капустный 220 п/ф;;
849162;Начинка д/равиоли п/ф;;
849163;Равиоли с крабами п/ф;;
849164;Ризотто 100г п/ф;;
849165;Тесто с рукколой п/ф;;
849166;Фарш из кабана п/ф;;
849167;Пельмени кабан п/ф;;
849168;Котлетки печеночн 70г п/ф;;
849169;Овощи гриль п/ф;;
849170;Лапша Удон 90г п/ф;;
849171;Лук белый п/ф;;
849172;Начинка д/мант карт п/ф;;
849173;Манты картофельные п/ф;;
849174;Печеночный фарш п/ф;;
849175;Манты тыквенные п/ф;;
849176;Начинка д/мант тыквен п/ф;;
849177;Масса кур/рубл п/ф;;
849178;Фасоль отварная п/ф;;
849179;Блинчик пост жар 35г п/ф;;
849180;Рыбное рагу п/ф;;
849181;Тесто зелен/каннелони п/ф;;
849182;Фарш шпикач узбекские п/ф;;
849183;Фарш шпикачки п/ф;;
849184;Фарш колбаски телячьи п/ф;;
849185;Шпикачки 160г п/ф;;
849186;Колбаски телячьи 160Г п/ф;;
849187;Шпикачки по-узб 160г п/ф;;
849188;Ролл грибы/овощи 80г п/ф;;
849189;Пирожок с тофу 50г п/ф;;
849190;Дим Сам мясной 35г п/ф;;
849191;Дим Сам рыбный 35г п/ф;;
849192;Сосиски/шпикачки п/ф;;
849193;Кус-кус new п/ф;;
849194;Панировка пряная п/ф;;
849195;Темпура new п/ф;;
849196;Не использовать;;
849197;Гарнир узб/окрошки п/ф;;
849198;Айран д/окрошки п/ф;;
849199;Котлетка баранья 140г п/ф;;
849200;Крокета мяс/черри 70г п/ф;;
849201;Форель 280г*;;
849202;Кус-кус на пару п/ф;;
849203;Крем из анчоусов п/ф;;
849204;Гарнир конкассе п/ф;;
849205;Семена горчицы п/ф;;
849206;Суп из латука п/ф;;
849207;Петрушка бланширован п/ф;;
849208;Чесночные чипсы п/ф;;
849209;Мини морковь маринов п/ф;;
849210;Деми Гласс new п/ф;;
849211;Картоф пюре с хреном п/ф;;
849212;Лук красный карамель п/ф;;
849213;Овощное пюре п/ф;;
849214;Мороженое из базилика п/ф;;
849215;Картофель/сифон п/ф;;
849216;Рикота/конфи п/ф;;
849217;Рагу кабана п/ф;;
849218;Перец красный печеный п/ф;;
849219;Крокеты куриные п/ф;;
849220;Мучная пассеровка new п/ф;;
849221;Лосось подкопченый п/ф;;
849222;Суп-пюре зел гор п/ф;;
849223;Рис декор п/ф;;
849224;Суп топинамбур п/ф;;
849225;Суп из белых грибов п/ф;;
849226;Чипсы грибные п/ф;;
849227;Мука грибная п/ф;;
849228;Начинка пекор/ром 5г п/ф;;
849229;Гарнир для равиоли п/ф;;
849230;Фарш равиоли кабан п/ф;;
849231;Фарш равиоли каб/маск п/ф;;
849232;Чипсы из сельдерея п/ф;;
849233;Соль ванильная п/ф;;
849234;Мидии 25г п/ф;;
849235;Тесто равиоли италия п/ф;;
849236;Равиоли пекорин/роман п/ф;;
849237;Равиоли кабан п/ф;;
849238;Равиоли кабан/маскар п/ф;;
849239;Лопатка телячья 120г п/ф;;
849240;Чипсы из сельдерея п/ф;;
849241;Семена базилика п/ф;;
849242;Лепешка с овощам 120г п/ф;;
849243;Лепешка с мясом 120г п/ф;;
849244;Специи для угря п/ф;;
849245;Рагу шампиньоны/овощи п/ф;;
849246;Перепелка з/масл 170г п/ф;;
849247;Дим Сам Ёж п/ф;;
849248;Сибас соленый п/ф;;
849249;Кляр Кинки п/ф;;
849250;Мисо суп п/ф;;
849251;Рис Жасмин п/ф;;
849252;Кокосовый суп п/ф;;
849253;Вырезка Кобэ п/ф;;
849254;Семга 180г*;;
849255;Ролл утка/овощи п/ф;;
849256;Омлет японский п/ф;;
849257;Соль/сахар п/ф;;
849258;Ролл с крабом 45г п/ф;;
849259;Свиные ребрышки п/ф;;
849260;Ореховая смесь п/ф;;
849261;Кляр фри п/ф;;
849262;Капуста кимчи п/ф;;
849263;Лук маринованый п/ф;;
849264;Фуа-гра п/ф;;
849265;Мякоть тел в травах п/ф;;
849266;Огурцы маринованые п/ф;;
849267;Каперсы сушеные изм п/ф;;
849268;Крем топинамбур п/ф;;
849269;Савойская капуста п/ф;;
849270;Начинка Аньолотти п/ф;;
849271;Аньолотти п/ф;;
849272;Цукаты апельсиновые п/ф;;
849273;Равиоли бур/пом конф п/ф;;
849274;Поросёнок 200г п/ф;;
849275;Тунец/масло п/ф;;
849276;Каракатица варен п/ф;;
849277;Паста мальтальятти п/ф;;
849278;Ромбо 75г п/ф;;
849279;Колбаски из каракатиц п/ф;;
849280;Картофель д/колбасок п/ф;;
849281;Масло слив/соленое п/ф;;
849282;Дим Сам кролик п/ф;;
849283;Даши п/ф;;
849284;Щупальца/ронер п/ф;;
849285;Пельмени мясные жар п/ф;;
849286;Шпикачки жареные 130г п/ф;;
849287;Колбаски кур/жар 130г п/ф;;
849288;Лосось жареный 130г п/ф;;
849289;Котлета дом/жар 130г п/ф;;
849290;Гьезо фарш п/ф;;
849291;Гарнир д/снеп/лап п/ф;;
849292;Карт/пюре с вассаби п/ф;;
849293;Крылья кур мар п/ф;;
849294;Фарш кролик п/ф;;
849295;Фарш телёнок п/ф;;
849296;Макароны по-флот п/ф;;
849297;Макароны отварные п/ф;;
849298;Гёдзо п/ф;;
849299;Суп лапша гриб пост п/ф;;
849300;Лапша постная п/ф;;
849301;Пюре батат п/ф;;
849302;Тыква в карамели п/ф;;
849303;Фарш тофу/грибы п/ф;;
849304;Свекла маринованая п/ф;;
849305;Суп тыквенный пост п/ф;;
849306;Дайкон маринованый п/ф;;
849307;Чикен караги п/ф;;
849308;Ч/треска Ч/сибас 60г п/ф;;
849309;Шампиньоны жар п/ф;;
849310;Морковь жар п/ф;;
849311;Капуста жар п/ф;;
849312;Палтус 150г п/ф;;
849313;Свекла п/ф;;
849314;Суп-крем сибас п/ф;;
849315;Ньоки к перепелкам п/ф;;
849316;Бургер 200г п/ф;;
849317;Фуа-гра прослоенная п/ф;;
849318;Наманори п/ф;;
849319;Шумай п/ф;;
849320;Морковь-пюре п/ф;;
849321;Утка в маринаде п/ф;;
849322;Поджарка д/чучвары п/ф;;
849323;Чипсы/лаваш п/ф;;
849324;Фуа-гра в желе 90г п/ф;;
849325;Казан-кебаб 130г п/ф;;
849326;Писковица 190г п/ф;;
849327;Шея свиная запеченая п/ф;;
849328;Цыпленок Табака 350г п/ф;;
849329;Уха из лосося п/ф;;
849330;Фарш Бургер п/ф;;
849331;Фарш для гамб 120г;;
849332;Котл.для гамбур90г п/ф;;
849333;фарш для долмы п/ф;;
849334;Суп-пюре сырный п/ф;;
849335;Крылья кур маринован п/ф;;
849336;Деми Глас куриный п/ф;;
849337;Томат п/ф;;
849338;Рубка мясная перс п/ф;;
849339;Рагу цесарки п/ф;;
849340;Лапша зеленая 120г п/ф;;
849341;Дим Сам из свинин 30г п/ф;;
849342;Дим Сам из трески 30г п/ф;;
849343;Дим Сам греб/кальм 30г п/;;
849344;Дим Сам крев 30г п/ф;;
849345;Дим Сам крев/спар 30г п/ф;;
849346;Палтус жареный 130г п/ф;;
849347;Соль декор п/ф;;
849348;Микс шизо п/ф;;
849349;Желе-шампань п/ф;;
849350;Вареники с карт п/ф;;
849351;Свекла/суши уксус п/ф;;
849352;Цветки вассаби п/ф;;
849353;Гарнир к Тюрбо п/ф;;
849354;Паста Тархони п/ф;;
849355;Щи с копченостями п/ф;;
849356;Имбирь маринованый п/ф;;
849357;Шпикачки-ланч 180г п/ф;;
849358;Фарш шпикачки-ланч п/ф;;
849359;Морепрдукты 190г п/ф;;
849360;Карпачо маринованое п/ф;;
849361;Ножка гуся 230г п/ф;;
849362;Ролл с филе дорады п/ф;;
849363;Перепелка 70г п/ф;;
849364;Свиные ребра отварные п/ф;;
849365;Бульон кур/паприка п/ф;;
849366;Маринад для трески п/ф;;
849367;Цыпленок кикком 180г п/ф;;
849368;Гуляш мясной п/ф;;
849369;Основа ланч п/ф;;
849370;Cосиски д/мясн набора п/ф;;
849371;Том Ям база п/ф;;
849372;Суп кокосовый п/ф;;
849373;Бульон куриный Аарон п/ф;;
849374;Баклажаны д/гарнира п/ф;;
849375;Кинза бланшированая п/ф;;
849376;Ветчина п/ф;;
849377;Рисовый пудинг п/ф;;
849378;Начинка тыква/равиоли п/ф;;
849379;Фарш д/равиоли мясо п/ф;;
849380;Равиоли тыква п/ф;;
849381;Равиоли мясо п/ф;;
849382;Рагу из телятины п/ф;;
