VALUE,DATE,HOUR
135229,20.05.2009 0:00:00.000000,12
134788,20.05.2009 0:00:00.000000,13
133016,20.05.2009 0:00:00.000000,14
132252,20.05.2009 0:00:00.000000,15
132560,20.05.2009 0:00:00.000000,16
130619,20.05.2009 0:00:00.000000,17
129099,20.05.2009 0:00:00.000000,18
127340,20.05.2009 0:00:00.000000,19
127493,20.05.2009 0:00:00.000000,20
126913,20.05.2009 0:00:00.000000,21
126854,20.05.2009 0:00:00.000000,22
127887,20.05.2009 0:00:00.000000,23
122162,20.05.2009 0:00:00.000000,24
118603,21.05.2009 0:00:00.000000,1
116974,21.05.2009 0:00:00.000000,2
115348,21.05.2009 0:00:00.000000,3
115012,21.05.2009 0:00:00.000000,4
114846,21.05.2009 0:00:00.000000,5
114313,21.05.2009 0:00:00.000000,6
116486,21.05.2009 0:00:00.000000,7
123374,21.05.2009 0:00:00.000000,8
128590,21.05.2009 0:00:00.000000,9
133329,21.05.2009 0:00:00.000000,10
134669,21.05.2009 0:00:00.000000,11
135165,21.05.2009 0:00:00.000000,12
134556,21.05.2009 0:00:00.000000,13
134788,21.05.2009 0:00:00.000000,14
136506,21.05.2009 0:00:00.000000,15
135957,21.05.2009 0:00:00.000000,16
134474,21.05.2009 0:00:00.000000,17
133704,21.05.2009 0:00:00.000000,18
133281,21.05.2009 0:00:00.000000,19
130869,21.05.2009 0:00:00.000000,20
128603,21.05.2009 0:00:00.000000,21
129714,21.05.2009 0:00:00.000000,22
130592,21.05.2009 0:00:00.000000,23
123924,21.05.2009 0:00:00.000000,24
117528,22.05.2009 0:00:00.000000,1
115483,22.05.2009 0:00:00.000000,2
114893,22.05.2009 0:00:00.000000,3
115087,22.05.2009 0:00:00.000000,4
114329,22.05.2009 0:00:00.000000,5
114647,22.05.2009 0:00:00.000000,6
117303,22.05.2009 0:00:00.000000,7
127173,22.05.2009 0:00:00.000000,8
133188,22.05.2009 0:00:00.000000,9
135170,22.05.2009 0:00:00.000000,10
135680,22.05.2009 0:00:00.000000,11
136821,22.05.2009 0:00:00.000000,12
136428,22.05.2009 0:00:00.000000,13
136812,22.05.2009 0:00:00.000000,14
133598,22.05.2009 0:00:00.000000,15
132835,22.05.2009 0:00:00.000000,16
131251,22.05.2009 0:00:00.000000,17
127414,22.05.2009 0:00:00.000000,18
124283,22.05.2009 0:00:00.000000,19
125706,22.05.2009 0:00:00.000000,20
125202,22.05.2009 0:00:00.000000,21
128858,22.05.2009 0:00:00.000000,22
128907,22.05.2009 0:00:00.000000,23
125267,22.05.2009 0:00:00.000000,24
122537,23.05.2009 0:00:00.000000,1
122299,23.05.2009 0:00:00.000000,2
123926,23.05.2009 0:00:00.000000,3
123280,23.05.2009 0:00:00.000000,4
122493,23.05.2009 0:00:00.000000,5
122261,23.05.2009 0:00:00.000000,6
122961,23.05.2009 0:00:00.000000,7
128997,23.05.2009 0:00:00.000000,8
128302,23.05.2009 0:00:00.000000,9
127399,23.05.2009 0:00:00.000000,10
127092,23.05.2009 0:00:00.000000,11
127022,23.05.2009 0:00:00.000000,12
132307,23.05.2009 0:00:00.000000,13
129568,23.05.2009 0:00:00.000000,14
126858,23.05.2009 0:00:00.000000,15
126929,23.05.2009 0:00:00.000000,16
127672,23.05.2009 0:00:00.000000,17
130473,23.05.2009 0:00:00.000000,18
127389,23.05.2009 0:00:00.000000,19
132265,23.05.2009 0:00:00.000000,20
132665,23.05.2009 0:00:00.000000,21
133128,23.05.2009 0:00:00.000000,22
130649,23.05.2009 0:00:00.000000,23
123577,23.05.2009 0:00:00.000000,24
120012,24.05.2009 0:00:00.000000,1
121125,24.05.2009 0:00:00.000000,2
119018,24.05.2009 0:00:00.000000,3
117478,24.05.2009 0:00:00.000000,4
116520,24.05.2009 0:00:00.000000,5
116815,24.05.2009 0:00:00.000000,6
116259,24.05.2009 0:00:00.000000,7
116287,24.05.2009 0:00:00.000000,8
118841,24.05.2009 0:00:00.000000,9
125226,24.05.2009 0:00:00.000000,10
126629,24.05.2009 0:00:00.000000,11
126896,24.05.2009 0:00:00.000000,12
127707,24.05.2009 0:00:00.000000,13
127934,24.05.2009 0:00:00.000000,14
127431,24.05.2009 0:00:00.000000,15
126492,24.05.2009 0:00:00.000000,16
126432,24.05.2009 0:00:00.000000,17
126660,24.05.2009 0:00:00.000000,18
126885,24.05.2009 0:00:00.000000,19
127960,24.05.2009 0:00:00.000000,20
131419,24.05.2009 0:00:00.000000,21
136696,24.05.2009 0:00:00.000000,22
137659,24.05.2009 0:00:00.000000,23
133969,24.05.2009 0:00:00.000000,24
122261,25.05.2009 0:00:00.000000,1
118602,25.05.2009 0:00:00.000000,2
117970,25.05.2009 0:00:00.000000,3
117684,25.05.2009 0:00:00.000000,4
117498,25.05.2009 0:00:00.000000,5
117708,25.05.2009 0:00:00.000000,6
122517,25.05.2009 0:00:00.000000,7
133249,25.05.2009 0:00:00.000000,8
137490,25.05.2009 0:00:00.000000,9
140060,25.05.2009 0:00:00.000000,10
139612,25.05.2009 0:00:00.000000,11
140044,25.05.2009 0:00:00.000000,12
138458,25.05.2009 0:00:00.000000,13
140513,25.05.2009 0:00:00.000000,14
140402,25.05.2009 0:00:00.000000,15
139321,25.05.2009 0:00:00.000000,16
139825,25.05.2009 0:00:00.000000,17
138283,25.05.2009 0:00:00.000000,18
137423,25.05.2009 0:00:00.000000,19
137451,25.05.2009 0:00:00.000000,20
138482,25.05.2009 0:00:00.000000,21
138796,25.05.2009 0:00:00.000000,22
134034,25.05.2009 0:00:00.000000,23
130568,25.05.2009 0:00:00.000000,24
125868,26.05.2009 0:00:00.000000,1
119906,26.05.2009 0:00:00.000000,2
118781,26.05.2009 0:00:00.000000,3
118443,26.05.2009 0:00:00.000000,4
118024,26.05.2009 0:00:00.000000,5
117907,26.05.2009 0:00:00.000000,6
121431,26.05.2009 0:00:00.000000,7
127690,26.05.2009 0:00:00.000000,8
135902,26.05.2009 0:00:00.000000,9
140365,26.05.2009 0:00:00.000000,10
141326,26.05.2009 0:00:00.000000,11
140846,26.05.2009 0:00:00.000000,12
140845,26.05.2009 0:00:00.000000,13
140528,26.05.2009 0:00:00.000000,14
139816,26.05.2009 0:00:00.000000,15
135934,26.05.2009 0:00:00.000000,16
134102,26.05.2009 0:00:00.000000,17
132477,26.05.2009 0:00:00.000000,18
133185,26.05.2009 0:00:00.000000,19
132537,26.05.2009 0:00:00.000000,20
134462,26.05.2009 0:00:00.000000,21
136420,26.05.2009 0:00:00.000000,22
135402,26.05.2009 0:00:00.000000,23
131597,26.05.2009 0:00:00.000000,24
125349,27.05.2009 0:00:00.000000,1
121536,27.05.2009 0:00:00.000000,2
120798,27.05.2009 0:00:00.000000,3
121768,27.05.2009 0:00:00.000000,4
121661,27.05.2009 0:00:00.000000,5
121773,27.05.2009 0:00:00.000000,6
124044,27.05.2009 0:00:00.000000,7
130300,27.05.2009 0:00:00.000000,8
137784,27.05.2009 0:00:00.000000,9
140177,27.05.2009 0:00:00.000000,10
140496,27.05.2009 0:00:00.000000,11
140444,27.05.2009 0:00:00.000000,12
139953,27.05.2009 0:00:00.000000,13
140440,27.05.2009 0:00:00.000000,14
139519,27.05.2009 0:00:00.000000,15
138854,27.05.2009 0:00:00.000000,16
134936,27.05.2009 0:00:00.000000,17
132844,27.05.2009 0:00:00.000000,18
130505,27.05.2009 0:00:00.000000,19
130400,27.05.2009 0:00:00.000000,20
131726,27.05.2009 0:00:00.000000,21
132596,27.05.2009 0:00:00.000000,22
131248,27.05.2009 0:00:00.000000,23
127207,27.05.2009 0:00:00.000000,24
123464,28.05.2009 0:00:00.000000,1
119308,28.05.2009 0:00:00.000000,2
118479,28.05.2009 0:00:00.000000,3
119047,28.05.2009 0:00:00.000000,4
119315,28.05.2009 0:00:00.000000,5
119372,28.05.2009 0:00:00.000000,6
120155,28.05.2009 0:00:00.000000,7
124022,28.05.2009 0:00:00.000000,8
129160,28.05.2009 0:00:00.000000,9
129897,28.05.2009 0:00:00.000000,10
130222,28.05.2009 0:00:00.000000,11
131571,28.05.2009 0:00:00.000000,12
130912,28.05.2009 0:00:00.000000,13
130098,28.05.2009 0:00:00.000000,14
130473,28.05.2009 0:00:00.000000,15
128519,28.05.2009 0:00:00.000000,16
127468,28.05.2009 0:00:00.000000,17
125872,28.05.2009 0:00:00.000000,18
124644,28.05.2009 0:00:00.000000,19
125275,28.05.2009 0:00:00.000000,20
124662,28.05.2009 0:00:00.000000,21
126315,28.05.2009 0:00:00.000000,22
126090,28.05.2009 0:00:00.000000,23
123589,28.05.2009 0:00:00.000000,24
121557,29.05.2009 0:00:00.000000,1
117527,29.05.2009 0:00:00.000000,2
114701,29.05.2009 0:00:00.000000,3
114502,29.05.2009 0:00:00.000000,4
114422,29.05.2009 0:00:00.000000,5
114090,29.05.2009 0:00:00.000000,6
115809,29.05.2009 0:00:00.000000,7
119581,29.05.2009 0:00:00.000000,8
124580,29.05.2009 0:00:00.000000,9
128001,29.05.2009 0:00:00.000000,10
128061,29.05.2009 0:00:00.000000,11
126043,29.05.2009 0:00:00.000000,12
124992,29.05.2009 0:00:00.000000,13
125321,29.05.2009 0:00:00.000000,14
125463,29.05.2009 0:00:00.000000,15
124561,29.05.2009 0:00:00.000000,16
122823,29.05.2009 0:00:00.000000,17
121549,29.05.2009 0:00:00.000000,18
121804,29.05.2009 0:00:00.000000,19
121493,29.05.2009 0:00:00.000000,20
122410,29.05.2009 0:00:00.000000,21
121434,29.05.2009 0:00:00.000000,22
122779,29.05.2009 0:00:00.000000,23
120026,29.05.2009 0:00:00.000000,24
115843,30.05.2009 0:00:00.000000,1
113109,30.05.2009 0:00:00.000000,2
112740,30.05.2009 0:00:00.000000,3
112200,30.05.2009 0:00:00.000000,4
112597,30.05.2009 0:00:00.000000,5
111506,30.05.2009 0:00:00.000000,6
111706,30.05.2009 0:00:00.000000,7
112086,30.05.2009 0:00:00.000000,8
113470,30.05.2009 0:00:00.000000,9
113844,30.05.2009 0:00:00.000000,10
114818,30.05.2009 0:00:00.000000,11
113251,30.05.2009 0:00:00.000000,12
111919,30.05.2009 0:00:00.000000,13
110812,30.05.2009 0:00:00.000000,14
110172,30.05.2009 0:00:00.000000,15
109001,30.05.2009 0:00:00.000000,16
107250,30.05.2009 0:00:00.000000,17
107073,30.05.2009 0:00:00.000000,18
106735,30.05.2009 0:00:00.000000,19
106851,30.05.2009 0:00:00.000000,20
107680,30.05.2009 0:00:00.000000,21
111034,30.05.2009 0:00:00.000000,22
109654,30.05.2009 0:00:00.000000,23
107961,30.05.2009 0:00:00.000000,24
107635,31.05.2009 0:00:00.000000,1
105386,31.05.2009 0:00:00.000000,2
105595,31.05.2009 0:00:00.000000,3
105231,31.05.2009 0:00:00.000000,4
104807,31.05.2009 0:00:00.000000,5
104485,31.05.2009 0:00:00.000000,6
103369,31.05.2009 0:00:00.000000,7
103657,31.05.2009 0:00:00.000000,8
104705,31.05.2009 0:00:00.000000,9
104177,31.05.2009 0:00:00.000000,10
105249,31.05.2009 0:00:00.000000,11
104418,31.05.2009 0:00:00.000000,12
104591,31.05.2009 0:00:00.000000,13
104467,31.05.2009 0:00:00.000000,14
104501,31.05.2009 0:00:00.000000,15
104560,31.05.2009 0:00:00.000000,16
104691,31.05.2009 0:00:00.000000,17
105089,31.05.2009 0:00:00.000000,18
104546,31.05.2009 0:00:00.000000,19
110301,31.05.2009 0:00:00.000000,20
114239,31.05.2009 0:00:00.000000,21
112433,31.05.2009 0:00:00.000000,22
113183,31.05.2009 0:00:00.000000,23
111344,31.05.2009 0:00:00.000000,24
113975,01.06.2009 0:00:00.000000,1
113829,01.06.2009 0:00:00.000000,2
113419,01.06.2009 0:00:00.000000,3
112199,01.06.2009 0:00:00.000000,4
111329,01.06.2009 0:00:00.000000,5
109232,01.06.2009 0:00:00.000000,6
111052,01.06.2009 0:00:00.000000,7
113389,01.06.2009 0:00:00.000000,8
118384,01.06.2009 0:00:00.000000,9
122525,01.06.2009 0:00:00.000000,10
126150,01.06.2009 0:00:00.000000,11
123817,01.06.2009 0:00:00.000000,12
121239,01.06.2009 0:00:00.000000,13
121358,01.06.2009 0:00:00.000000,14
123870,01.06.2009 0:00:00.000000,15
125632,01.06.2009 0:00:00.000000,16
124147,01.06.2009 0:00:00.000000,17
118813,01.06.2009 0:00:00.000000,18
117618,01.06.2009 0:00:00.000000,19
116664,01.06.2009 0:00:00.000000,20
116003,01.06.2009 0:00:00.000000,21
117064,01.06.2009 0:00:00.000000,22
116302,01.06.2009 0:00:00.000000,23
115529,01.06.2009 0:00:00.000000,24
111280,02.06.2009 0:00:00.000000,1
109286,02.06.2009 0:00:00.000000,2
109453,02.06.2009 0:00:00.000000,3
108697,02.06.2009 0:00:00.000000,4
108239,02.06.2009 0:00:00.000000,5
107632,02.06.2009 0:00:00.000000,6
110246,02.06.2009 0:00:00.000000,7
114458,02.06.2009 0:00:00.000000,8
120631,02.06.2009 0:00:00.000000,9
126154,02.06.2009 0:00:00.000000,10
127620,02.06.2009 0:00:00.000000,11
125096,02.06.2009 0:00:00.000000,12
123577,02.06.2009 0:00:00.000000,13
124061,02.06.2009 0:00:00.000000,14
126010,02.06.2009 0:00:00.000000,15
128143,02.06.2009 0:00:00.000000,16
126480,02.06.2009 0:00:00.000000,17
124692,02.06.2009 0:00:00.000000,18
124721,02.06.2009 0:00:00.000000,19
122404,02.06.2009 0:00:00.000000,20
121642,02.06.2009 0:00:00.000000,21
120163,02.06.2009 0:00:00.000000,22
118685,02.06.2009 0:00:00.000000,23
117870,02.06.2009 0:00:00.000000,24
113620,03.06.2009 0:00:00.000000,1
110557,03.06.2009 0:00:00.000000,2
110384,03.06.2009 0:00:00.000000,3
109433,03.06.2009 0:00:00.000000,4
109335,03.06.2009 0:00:00.000000,5
110145,03.06.2009 0:00:00.000000,6
109774,03.06.2009 0:00:00.000000,7
116790,03.06.2009 0:00:00.000000,8
122361,03.06.2009 0:00:00.000000,9
126369,03.06.2009 0:00:00.000000,10
127937,03.06.2009 0:00:00.000000,11
127816,03.06.2009 0:00:00.000000,12
126808,03.06.2009 0:00:00.000000,13
127995,03.06.2009 0:00:00.000000,14
128583,03.06.2009 0:00:00.000000,15
130530,03.06.2009 0:00:00.000000,16
130261,03.06.2009 0:00:00.000000,17
126167,03.06.2009 0:00:00.000000,18
127142,03.06.2009 0:00:00.000000,19
126264,03.06.2009 0:00:00.000000,20
125054,03.06.2009 0:00:00.000000,21
125510,03.06.2009 0:00:00.000000,22
128518,03.06.2009 0:00:00.000000,23
129495,03.06.2009 0:00:00.000000,24
129304,04.06.2009 0:00:00.000000,1
123974,04.06.2009 0:00:00.000000,2
121472,04.06.2009 0:00:00.000000,3
121367,04.06.2009 0:00:00.000000,4
121368,04.06.2009 0:00:00.000000,5
121196,04.06.2009 0:00:00.000000,6
125077,04.06.2009 0:00:00.000000,7
129416,04.06.2009 0:00:00.000000,8
126563,04.06.2009 0:00:00.000000,9
130170,04.06.2009 0:00:00.000000,10
132017,04.06.2009 0:00:00.000000,11
132162,04.06.2009 0:00:00.000000,12
130563,04.06.2009 0:00:00.000000,13
130630,04.06.2009 0:00:00.000000,14
130536,04.06.2009 0:00:00.000000,15
131242,04.06.2009 0:00:00.000000,16
129589,04.06.2009 0:00:00.000000,17
126794,04.06.2009 0:00:00.000000,18
125955,04.06.2009 0:00:00.000000,19
125036,04.06.2009 0:00:00.000000,20
124808,04.06.2009 0:00:00.000000,21
125580,04.06.2009 0:00:00.000000,22
125124,04.06.2009 0:00:00.000000,23
122605,04.06.2009 0:00:00.000000,24
118462,05.06.2009 0:00:00.000000,1
113567,05.06.2009 0:00:00.000000,2
109191,05.06.2009 0:00:00.000000,3
108335,05.06.2009 0:00:00.000000,4
106924,05.06.2009 0:00:00.000000,5
107174,05.06.2009 0:00:00.000000,6
111603,05.06.2009 0:00:00.000000,7
115431,05.06.2009 0:00:00.000000,8
120349,05.06.2009 0:00:00.000000,9
125006,05.06.2009 0:00:00.000000,10
124344,05.06.2009 0:00:00.000000,11
122268,05.06.2009 0:00:00.000000,12
121253,05.06.2009 0:00:00.000000,13
122733,05.06.2009 0:00:00.000000,14
122955,05.06.2009 0:00:00.000000,15
122315,05.06.2009 0:00:00.000000,16
119608,05.06.2009 0:00:00.000000,17
119972,05.06.2009 0:00:00.000000,18
118106,05.06.2009 0:00:00.000000,19
117508,05.06.2009 0:00:00.000000,20
116932,05.06.2009 0:00:00.000000,21
116074,05.06.2009 0:00:00.000000,22
115600,05.06.2009 0:00:00.000000,23
112792,05.06.2009 0:00:00.000000,24
110916,06.06.2009 0:00:00.000000,1
107731,06.06.2009 0:00:00.000000,2
106320,06.06.2009 0:00:00.000000,3
105778,06.06.2009 0:00:00.000000,4
105506,06.06.2009 0:00:00.000000,5
105041,06.06.2009 0:00:00.000000,6
105215,06.06.2009 0:00:00.000000,7
106315,06.06.2009 0:00:00.000000,8
108573,06.06.2009 0:00:00.000000,9
111266,06.06.2009 0:00:00.000000,10
113539,06.06.2009 0:00:00.000000,11
114314,06.06.2009 0:00:00.000000,12
114973,06.06.2009 0:00:00.000000,13
115098,06.06.2009 0:00:00.000000,14
115090,06.06.2009 0:00:00.000000,15
113561,06.06.2009 0:00:00.000000,16
112570,06.06.2009 0:00:00.000000,17
112967,06.06.2009 0:00:00.000000,18
112073,06.06.2009 0:00:00.000000,19
112531,06.06.2009 0:00:00.000000,20
113026,06.06.2009 0:00:00.000000,21
113146,06.06.2009 0:00:00.000000,22
113807,06.06.2009 0:00:00.000000,23
112846,06.06.2009 0:00:00.000000,24
111248,07.06.2009 0:00:00.000000,1
110152,07.06.2009 0:00:00.000000,2
106727,07.06.2009 0:00:00.000000,3
105966,07.06.2009 0:00:00.000000,4
105980,07.06.2009 0:00:00.000000,5
105008,07.06.2009 0:00:00.000000,6
105801,07.06.2009 0:00:00.000000,7
105682,07.06.2009 0:00:00.000000,8
108827,07.06.2009 0:00:00.000000,9
112345,07.06.2009 0:00:00.000000,10
114336,07.06.2009 0:00:00.000000,11
114732,07.06.2009 0:00:00.000000,12
115345,07.06.2009 0:00:00.000000,13
114648,07.06.2009 0:00:00.000000,14
115798,07.06.2009 0:00:00.000000,15
114574,07.06.2009 0:00:00.000000,16
113106,07.06.2009 0:00:00.000000,17
113677,07.06.2009 0:00:00.000000,18
113772,07.06.2009 0:00:00.000000,19
113738,07.06.2009 0:00:00.000000,20
115044,07.06.2009 0:00:00.000000,21
115030,07.06.2009 0:00:00.000000,22
114493,07.06.2009 0:00:00.000000,23
116100,07.06.2009 0:00:00.000000,24
115857,08.06.2009 0:00:00.000000,1
113034,08.06.2009 0:00:00.000000,2
111835,08.06.2009 0:00:00.000000,3
112296,08.06.2009 0:00:00.000000,4
111365,08.06.2009 0:00:00.000000,5
110445,08.06.2009 0:00:00.000000,6
112129,08.06.2009 0:00:00.000000,7
119488,08.06.2009 0:00:00.000000,8
123246,08.06.2009 0:00:00.000000,9
126880,08.06.2009 0:00:00.000000,10
128427,08.06.2009 0:00:00.000000,11
128552,08.06.2009 0:00:00.000000,12
128571,08.06.2009 0:00:00.000000,13
128057,08.06.2009 0:00:00.000000,14
128426,08.06.2009 0:00:00.000000,15
130859,08.06.2009 0:00:00.000000,16
129349,08.06.2009 0:00:00.000000,17
127776,08.06.2009 0:00:00.000000,18
126754,08.06.2009 0:00:00.000000,19
127353,08.06.2009 0:00:00.000000,20
127125,08.06.2009 0:00:00.000000,21
127207,08.06.2009 0:00:00.000000,22
126470,08.06.2009 0:00:00.000000,23
125682,08.06.2009 0:00:00.000000,24
114209,09.06.2009 0:00:00.000000,1
112447,09.06.2009 0:00:00.000000,2
111305,09.06.2009 0:00:00.000000,3
109245,09.06.2009 0:00:00.000000,4
108930,09.06.2009 0:00:00.000000,5
108801,09.06.2009 0:00:00.000000,6
112905,09.06.2009 0:00:00.000000,7
120031,09.06.2009 0:00:00.000000,8
125735,09.06.2009 0:00:00.000000,9
128566,09.06.2009 0:00:00.000000,10
128109,09.06.2009 0:00:00.000000,11
129832,09.06.2009 0:00:00.000000,12
128851,09.06.2009 0:00:00.000000,13
129277,09.06.2009 0:00:00.000000,14
129667,09.06.2009 0:00:00.000000,15
129565,09.06.2009 0:00:00.000000,16
127482,09.06.2009 0:00:00.000000,17
125872,09.06.2009 0:00:00.000000,18
127812,09.06.2009 0:00:00.000000,19
131050,09.06.2009 0:00:00.000000,20
130957,09.06.2009 0:00:00.000000,21
136787,09.06.2009 0:00:00.000000,22
134264,09.06.2009 0:00:00.000000,23
131417,09.06.2009 0:00:00.000000,24
128726,10.06.2009 0:00:00.000000,1
120639,10.06.2009 0:00:00.000000,2
112795,10.06.2009 0:00:00.000000,3
112112,10.06.2009 0:00:00.000000,4
112073,10.06.2009 0:00:00.000000,5
113591,10.06.2009 0:00:00.000000,6
116035,10.06.2009 0:00:00.000000,7
123408,10.06.2009 0:00:00.000000,8
130200,10.06.2009 0:00:00.000000,9
133135,10.06.2009 0:00:00.000000,10
133380,10.06.2009 0:00:00.000000,11
132699,10.06.2009 0:00:00.000000,12
130974,10.06.2009 0:00:00.000000,13
130662,10.06.2009 0:00:00.000000,14
131264,10.06.2009 0:00:00.000000,15
131148,10.06.2009 0:00:00.000000,16
129813,10.06.2009 0:00:00.000000,17
129240,10.06.2009 0:00:00.000000,18
128963,10.06.2009 0:00:00.000000,19
128328,10.06.2009 0:00:00.000000,20
123390,10.06.2009 0:00:00.000000,21
123322,10.06.2009 0:00:00.000000,22
123659,10.06.2009 0:00:00.000000,23
121761,10.06.2009 0:00:00.000000,24
118245,11.06.2009 0:00:00.000000,1
114574,11.06.2009 0:00:00.000000,2
112581,11.06.2009 0:00:00.000000,3
111659,11.06.2009 0:00:00.000000,4
111868,11.06.2009 0:00:00.000000,5
111537,11.06.2009 0:00:00.000000,6
115138,11.06.2009 0:00:00.000000,7
122166,11.06.2009 0:00:00.000000,8
125971,11.06.2009 0:00:00.000000,9
130140,11.06.2009 0:00:00.000000,10
129644,11.06.2009 0:00:00.000000,11
128806,11.06.2009 0:00:00.000000,12
130487,11.06.2009 0:00:00.000000,13
128635,11.06.2009 0:00:00.000000,14
127791,11.06.2009 0:00:00.000000,15
128099,11.06.2009 0:00:00.000000,16
128746,11.06.2009 0:00:00.000000,17
128764,11.06.2009 0:00:00.000000,18
126994,11.06.2009 0:00:00.000000,19
126276,11.06.2009 0:00:00.000000,20
124012,11.06.2009 0:00:00.000000,21
121429,11.06.2009 0:00:00.000000,22
121441,11.06.2009 0:00:00.000000,23
119568,11.06.2009 0:00:00.000000,24
111272,12.06.2009 0:00:00.000000,1
101741,12.06.2009 0:00:00.000000,2
101379,12.06.2009 0:00:00.000000,3
99610,12.06.2009 0:00:00.000000,4
99898,12.06.2009 0:00:00.000000,5
99329,12.06.2009 0:00:00.000000,6
100014,12.06.2009 0:00:00.000000,7
99632,12.06.2009 0:00:00.000000,8
101405,12.06.2009 0:00:00.000000,9
102895,12.06.2009 0:00:00.000000,10
104023,12.06.2009 0:00:00.000000,11
102082,12.06.2009 0:00:00.000000,12
102973,12.06.2009 0:00:00.000000,13
103022,12.06.2009 0:00:00.000000,14
103120,12.06.2009 0:00:00.000000,15
101822,12.06.2009 0:00:00.000000,16
102604,12.06.2009 0:00:00.000000,17
101042,12.06.2009 0:00:00.000000,18
101788,12.06.2009 0:00:00.000000,19
100678,12.06.2009 0:00:00.000000,20
101365,12.06.2009 0:00:00.000000,21
101310,12.06.2009 0:00:00.000000,22
101586,12.06.2009 0:00:00.000000,23
101582,12.06.2009 0:00:00.000000,24
101452,13.06.2009 0:00:00.000000,1
99919,13.06.2009 0:00:00.000000,2
97341,13.06.2009 0:00:00.000000,3
95973,13.06.2009 0:00:00.000000,4
96714,13.06.2009 0:00:00.000000,5
96492,13.06.2009 0:00:00.000000,6
96370,13.06.2009 0:00:00.000000,7
97043,13.06.2009 0:00:00.000000,8
98001,13.06.2009 0:00:00.000000,9
100734,13.06.2009 0:00:00.000000,10
102515,13.06.2009 0:00:00.000000,11
102688,13.06.2009 0:00:00.000000,12
102686,13.06.2009 0:00:00.000000,13
103440,13.06.2009 0:00:00.000000,14
103084,13.06.2009 0:00:00.000000,15
103326,13.06.2009 0:00:00.000000,16
102769,13.06.2009 0:00:00.000000,17
102835,13.06.2009 0:00:00.000000,18
101827,13.06.2009 0:00:00.000000,19
100962,13.06.2009 0:00:00.000000,20
98392,13.06.2009 0:00:00.000000,21
96483,13.06.2009 0:00:00.000000,22
95720,13.06.2009 0:00:00.000000,23
94516,13.06.2009 0:00:00.000000,24
93703,14.06.2009 0:00:00.000000,1
92622,14.06.2009 0:00:00.000000,2
90769,14.06.2009 0:00:00.000000,3
91473,14.06.2009 0:00:00.000000,4
91504,14.06.2009 0:00:00.000000,5
91809,14.06.2009 0:00:00.000000,6
92816,14.06.2009 0:00:00.000000,7
94330,14.06.2009 0:00:00.000000,8
97066,14.06.2009 0:00:00.000000,9
101425,14.06.2009 0:00:00.000000,10
102515,14.06.2009 0:00:00.000000,11
103627,14.06.2009 0:00:00.000000,12
103665,14.06.2009 0:00:00.000000,13
104279,14.06.2009 0:00:00.000000,14
102817,14.06.2009 0:00:00.000000,15
103141,14.06.2009 0:00:00.000000,16
106611,14.06.2009 0:00:00.000000,17
106645,14.06.2009 0:00:00.000000,18
107183,14.06.2009 0:00:00.000000,19
106047,14.06.2009 0:00:00.000000,20
105803,14.06.2009 0:00:00.000000,21
104721,14.06.2009 0:00:00.000000,22
103767,14.06.2009 0:00:00.000000,23
101175,14.06.2009 0:00:00.000000,24
97930,15.06.2009 0:00:00.000000,1
96764,15.06.2009 0:00:00.000000,2
95436,15.06.2009 0:00:00.000000,3
95295,15.06.2009 0:00:00.000000,4
94250,15.06.2009 0:00:00.000000,5
94544,15.06.2009 0:00:00.000000,6
97108,15.06.2009 0:00:00.000000,7
102072,15.06.2009 0:00:00.000000,8
109495,15.06.2009 0:00:00.000000,9
113922,15.06.2009 0:00:00.000000,10
114454,15.06.2009 0:00:00.000000,11
113830,15.06.2009 0:00:00.000000,12
114038,15.06.2009 0:00:00.000000,13
114392,15.06.2009 0:00:00.000000,14
115605,15.06.2009 0:00:00.000000,15
115446,15.06.2009 0:00:00.000000,16
113055,15.06.2009 0:00:00.000000,17
109949,15.06.2009 0:00:00.000000,18
107439,15.06.2009 0:00:00.000000,19
108347,15.06.2009 0:00:00.000000,20
108573,15.06.2009 0:00:00.000000,21
109930,15.06.2009 0:00:00.000000,22
109045,15.06.2009 0:00:00.000000,23
107427,15.06.2009 0:00:00.000000,24
104082,16.06.2009 0:00:00.000000,1
99988,16.06.2009 0:00:00.000000,2
96516,16.06.2009 0:00:00.000000,3
95916,16.06.2009 0:00:00.000000,4
96104,16.06.2009 0:00:00.000000,5
95903,16.06.2009 0:00:00.000000,6
99428,16.06.2009 0:00:00.000000,7
103435,16.06.2009 0:00:00.000000,8
105579,16.06.2009 0:00:00.000000,9
110081,16.06.2009 0:00:00.000000,10
109686,16.06.2009 0:00:00.000000,11
109756,16.06.2009 0:00:00.000000,12
109365,16.06.2009 0:00:00.000000,13
108994,16.06.2009 0:00:00.000000,14
110784,16.06.2009 0:00:00.000000,15
109721,16.06.2009 0:00:00.000000,16
107639,16.06.2009 0:00:00.000000,17
106944,16.06.2009 0:00:00.000000,18
107791,16.06.2009 0:00:00.000000,19
106265,16.06.2009 0:00:00.000000,20
103936,16.06.2009 0:00:00.000000,21
103735,16.06.2009 0:00:00.000000,22
103405,16.06.2009 0:00:00.000000,23
103903,16.06.2009 0:00:00.000000,24
98194,17.06.2009 0:00:00.000000,1
84955,17.06.2009 0:00:00.000000,2
81667,17.06.2009 0:00:00.000000,3
80911,17.06.2009 0:00:00.000000,4
79287,17.06.2009 0:00:00.000000,5
