ID_STOP;STOP_NAME;LATITUDE;LONGITUDE
1329;8 И 9 ЛИНИЯ ПО БОЛЬШОМУ ПР. [1];59.93911228483702;30.2800045
1333;"СТ. МЕТРО ""СТАРАЯ ДЕРЕВНЯ"" [93]";59.98937867715789;30.2559242
1335;АВАНГАРДНАЯ УЛ.;59.83294501426494;30.1835117
1336;АВИАГОРОДОК, АКАДЕМИЯ;59.81722468050597;30.2937775
1337;АВИАЦИОННАЯ УЛ. [3, 50];59.85378301295116;30.3216476
1338;АВИАЦИОННАЯ УЛ. [145, 165];59.75231146430189;30.1051273
1339;АВТОБУСНОЕ ПРЕДПРИЯТИЕ [3, 11];59.83380994940728;30.3110142
1340;АВТОВОКЗАЛ;59.91377756570075;30.3578339
1341;АВТОВСКАЯ УЛ. [72];59.86984952136197;30.2708015
1342;АГРОФИЗИЧЕСКИЙ ИНСТИТУТ [40];59.99955394675806;30.3842983
1343;АЛАРЧИН МОСТ [2, 6, 22];59.92072754288264;30.286274
1344;АЛЕКСАНДРИЯ [200, 210, 359];59.87510160324203;29.9439621
1345;АЛЛЕЯ ГОМОНТОВО [487, 487, 487а];59.57560650996589;29.2819271
1347;АННИНСКОЕ ШОССЕ [145, 165, 482, 482а, 482в, 484, 484б];59.7803649297378;30.1334229
1348;АНТАШИ [482, 482в, 487, 487, 487а];59.63506281131066;29.560358
1349;"АПРАКСИН ПЕР.,ТЕАТР ""ПРИЮТ КОМЕДИАНТА""";59.92953103987514;30.3246975
1350;АПРЕЛЬСКАЯ УЛ. [132];59.96489603095571;30.4183674
1351;АРСЕНАЛЬНАЯ УЛ. [106, 107, 133];59.95553767713777;30.3709393
1357;Б. КОНЮШЕННАЯ УЛ. [3, 27, 22, 24, 7];59.93609791297041;30.3214989
1359;БОЛЬШОЙ СМОЛЕНСКИЙ ПР.;59.89889355841181;30.419426
1360;БАЙКОНУРСКАЯ УЛ. [9, 85, 93, 134, 171, 172, 134];60.01718503447097;30.2804623
1361;БАЛТИЙСКИЙ ВОКЗАЛ;59.90793914504856;30.2999859
1362;БАССЕЙНАЯ УЛ. УГ. ПР. КОСМОНАВТОВ [72];59.86458632263904;30.3466644
1363;БЕГУНИЦЫ,1 [487, 487, 487а];59.58699445858768;29.3239975
1364;БЕГУНИЦЫ,2 [487, 487, 487а];59.58401037958036;29.3085499
1365;БЕЗЫМЯННАЯ УЛ. [20, 145, 165, 195, 482, 482а, 482в, 484, 484б, 487, 487];59.81899998379082;30.1792831
1366;БЕЛГРАДСКАЯ УЛ. [11, 31, 114, 116];59.85466798736659;30.3710442
1367;БЕЛГРАДСКАЯ УЛ. 6;59.87215683704945;30.35709
1369;БЕЛГРАДСКАЯ УЛ. УГ. УЛ. ТУРКУ [12, 95];59.86738089343261;30.3594646
1371;БЕЛОРУССКАЯ УЛ. ПО ХАСАНСКОЙ УЛ. [15, 174];59.9354340984728;30.4986706
1373;БЕСТУЖЕВСКАЯ УЛ. 32 [137, 106, 123, 136];59.98212189107977;30.4130497
1375;БЕСТУЖЕВСКАЯ УЛ. УГ. ЗАМШИНОЙ УЛ.;59.98306153637954;30.4085693
1376;БИОЛОГИЧЕСКИЙ ИНСТИТУТ;59.8959920097335;29.8439007
1377;"БКЗ ""ОКТЯБРЬСКИЙ""";59.93689515715116;30.3646107
1378;БОБЫЛЬСКАЯ ДОРОГА [351];59.88280338458471;29.8545418
1380;БОГАТЫРСКИЙ ПР.,УГ. КОЛОМЯЖСКОГО ПР. [93, 172];60.0006194535915;30.2967319
1381;БОЛЬНИЦА [200, 210, 351, 355, 356, 356Б, 359];59.87858424964328;29.9199829
1383;БОЛЬШАЯ МОНЕТНАЯ УЛ. [46А];59.96094375675198;30.3163986
1384;БОЛЬШАЯ ПОРОХОВСКАЯ УЛ. [123];59.95218279719146;30.4366322
1385;БОЛЬШАЯ ПОРОХОВСКАЯ УЛ. [132, 174];59.95282575665714;30.4216728
1388;БОЛЬШЕОХТИНСКОЕ КЛАДБИЩЕ [15];59.95310961245233;30.4406681
1391;БОЛЬШОЙ ПР. П.С.;59.96190793632782;30.3048744
1392;БОЛЬШОЙ САМПСОНИЕВСКИЙ ПР. [49, 33, 137];59.95904266801153;30.3468647
1393;БОЛЬШОЙ САМПСОНИЕВСКИЙ ПР.,70 [86];59.98096352798592;30.3365345
1394;БОЛЬШОЙ СМОЛЕНСКИЙ ПР. [8];59.89664976199158;30.4094505
1395;БОРОВАЯ УЛ. [145, 165];59.74399785866136;30.0974369
1397;БОТАНИЧЕСКАЯ УЛ. 17 [210, 356А-шк, 358, 359];59.8752730018565;29.8372097
1399;БРЕСТСКИЙ БУЛЬВАР [142, 2];59.85039039297553;30.1931286
1400;БУДАПЕШТСКАЯ УЛ.;59.82982488297703;30.4064693
1401;БУДАПЕШТСКАЯ УЛ. [11, 114, 116];59.85621149106581;30.3807983
1402;БУДАПЕШТСКАЯ УЛ.;59.86760376320139;30.3700104
1403;БУДАПЕШТСКАЯ УЛ. 19;59.86458975170414;30.3732605
1404;БУДАПЕШТСКАЯ УЛ. 33;59.86015910474757;30.3766308
1405;АЛЬПИЙСКИЙ ПЕР.;59.85246236782661;30.3831005
1406;БУДАПЕШТСКАЯ УЛ. 5;59.87256480043199;30.3671913
1407;БУДАПЕШТСКАЯ УЛ. УГ. М. БАЛКАНСКОЙ УЛ.;59.8263336965469;30.4093609
1408;БУДАПЕШТСКАЯ УЛ. УГ. ПР. СЛАВЫ [31];59.85686660099088;30.3791409
1409;БУДАПЕШТСКАЯ УЛ. УГ. УЛ. ДИМИТРОВА;59.84874369844563;30.3865528
1410;БУДАПЕШТСКАЯ УЛ.Д.104 [56];59.83190157054635;30.4036694
1411;БУЛЬВАР КРАСНОГО КУРСАНТА,49 [351];59.88206995847909;29.8671513
1412;БУЛЬВАР КРАСНЫХ ЗОРЬ;59.8724859507567;30.4472923
1413;БУЛЬВАР НОВАТОРОВ [114];59.84464376125744;30.2636223
1416;БУЛЬВАР ТРУДЯЩИХСЯ;59.73565120339301;30.5793285
1417;БУХАРЕСТСКАЯ УЛ.;59.85919539519067;30.3937035
1418;"СТ. МЕТРО ""МЕЖДУНАРОДНАЯ""";59.87146431631824;30.3809547
1419;БУХАРЕСТСКАЯ УЛ. 118 [56];59.84689106970734;30.4052525
1420;"СТ. МЕТРО ""МЕЖДУНАРОДНАЯ""";59.87188257313829;30.3798046
1421;БУХАРЕСТСКАЯ УЛ. УГ. УЛ. О. ДУНДИЧА [56];59.83359028546751;30.4187355
1424;"МАГАЗИН ""ГРАНАТ""";59.87453598154487;30.3763103
1425;ВАГОНОРЕМОНТНЫЙ ЗАВОД [8, 31, 95, 114, 116];59.88620983386051;30.4233437
1428;ВАРШАВСКАЯ УЛ. [72];59.86471319781235;30.3131714
1432;ВЕРБНАЯ УЛ. УГ. УЛ. РЕПИЩЕВА [9, 127, 40];60.0235434392362;30.280592
1434;ВЕСЕЛЬНАЯ УЛ. [7];59.92825447224969;30.246212
1436;ВИТЕБСКИЙ ПР.,109;59.82092283615527;30.3794518
1437;ВИТЕБСКИЙ ПР.,31 [72];59.8614039978315;30.3579369
1438;ВИТЕБСКИЙ ПР.,63 [72];59.84541232350914;30.3661442
1439;ВИТЕБСКИЙ ПР.,75 [72];59.84213208586535;30.3677864
1440;ВИТИНО,1 [482, 482а, 482в];59.65561389863558;29.7276745
1441;ВИТИНО,2 [482, 482а, 482в, 487, 487, 487а];59.65429919927006;29.7141037
1442;ВОЗНЕСЕНСКИЙ ПР.;59.9236577374537;30.3107243
1443;ВОКЗАЛ;59.72328399755737;30.4289036
1444;ВОКЗАЛЬНАЯ ПЛ.;59.74931453777236;30.6128502
1446;ВОЛХОНСКОЕ ШОССЕ,4;59.78425279234577;30.1977482
1447;ВОЛХОНСКОЕ ШОССЕ,7;59.78111778730303;30.206665
1448;ВЫСОКОВОЛЬТНАЯ ЛИНИЯ [476];59.84033056263195;30.5396309
1449;ГАККЕЛЕВСКАЯ УЛ. [154];59.99563313254995;30.251297
1450;ГАККЕЛЕВСКАЯ УЛ. УГ. БОГАТЫРСКОГО ПР. [172];60.00169858578614;30.2561302
1451;ГЕЛЬСИНГФОРССКАЯ УЛ. [86];59.9741902221491;30.3395405
1452;ГЛУХАРСКАЯ УЛ., УГ. ПР. АВИАКОНСТРУКТОРОВ [85, 127];60.02922503648644;30.2176514
1453;ГЛУХОВО,ЛЕСХОЗ [482, 482в, 482а, 487, 487, 487а];59.662942144453;29.7679806
1454;ГОМОНТОВО [487, 487, 487а];59.57286009915976;29.2671223
1455;ГОСТИЛИЦКОЕ ШОССЕ,УГ. ЧИЧЕРИНСКОЙ УЛ. [356, 356Б];59.86888952116491;29.849102
1458;"ГОСТИНИЦА ""ПРИБАЛТИЙСКАЯ""";59.93974523390552;30.2196255
1459;"ГОСТИНИЦА ""САНКТ-ПЕТЕРБУРГ"" [49]";59.95819808460328;30.3413868
1460;ГРАЖДАНСКАЯ УЛ. [145, 165, 482, 482а, 482в, 484, 484б, 487, 487];59.74754584651006;30.1022053
1461;ГРАЖДАНСКИЙ ПР. [123, 138];59.99645626884179;30.3794518
1462;ГРАЖДАНСКИЙ ПР. УГ. ПР. ЛУНАЧАРСКОГО [102, 103, 178, 93, 153];60.02617108611307;30.4096375
1463;ГРАЖДАНСКИЙ ПР. УГ. ПР. НЕПОКОРЁННЫХ [40];59.99679781315862;30.3815975
1464;ГРАЖДАНСКИЙ ПР. УГ. СЕВЕРНОГО ПР. [40];60.02293256671957;30.404192
1465;ГРАЖДАНСКИЙ ПР.,90 [93, 102, 103, 153, 178];60.01718503447097;30.40205
1466;ГРУЗОВОЙ ПРОЕЗД;59.84291443130834;30.4337997
14669;УГ. ДУНАЙСКОГО, И КУПЧИНСКОЙ УЛИЦЫ[50]<;59.8360545572388;30.3891506
1467;ГУСАРСКАЯ УЛ. [186];59.70111694426952;30.3964176
1468;ДАЛЬНЕВОСТОЧНОГО ПР.,УГ. ПР. БОЛЬШЕВИКОВ, [8];59.87703150059981;30.4793777
14689;ЖЕЛЕЗНОДОРОЖНЫЙ ПЕРЕЕЗД (210) [тест];59.87741883772463;29.8685436
1469;ДАЛЬНЕВОСТОЧНЫЙ ПР. [118, 140, 12];59.88367730577452;30.4687023
14690;ЖЕЛЕЗНОДОРОЖНЫЙ ПЕРЕЕЗД (210) [тест]<;59.87830318344855;29.8697224
14691;СОЛОМАХИНСКИЙ ПРОЕЗД;59.85392364999327;30.2423019
14692;"СТ.МЕТРО ""МОСКОВСКАЯ""";59.84842464195801;30.3212795
1470;ДАЛЬНЕВОСТОЧНЫЙ ПР.,УГ. УЛ. ТЕЛЬМАНА [12];59.89009563835295;30.4654675
14700;УЛ. ФАРФОРОВСКАЯ [95];59.88149417337394;30.4364643
14701;УЛ. ФАРФОРОВСКАЯ [95]<;59.88093551519654;30.4368706
14709;ТРАМВАЙНЫЙ ПРОСПЕКТ [20, 200, 210, 145, 482, 482а, 482в, 484, 484б, 229];59.85866722935599;30.2529259
1471;ДАЧНАЯ УЛ. [145, 165];59.76892903252683;30.1198883
14712;ШУШАРЫ;59.81260226734786;30.3802853
14713;АВИАГОРОДОК, ГРУЗОВОЙ СКЛАД [тест];59.80988896252852;30.3096714
14714;АВИАГОРОДОК, ГРУЗОВОЙ СКЛАД [тест] <;59.80974470469646;30.3086948
14715;УЛ .ЗЕНИТЧИКОВ [66, 72, 2, 20, 200, 229];59.87445713654413;30.2618408
14716;УЛ. КАЛИНИНА, 51[тест];59.81757837516529;30.0752354
14718;УЛ. КАЛИНИНА, 31[тест];59.81892787466852;30.0830021
14719;УЛ. КАЛИНИНА, 31[тест]<;59.81917510529526;30.0827446
1472;ДАЧНЫЙ ПР. [130, 145];59.84531625419812;30.2509594
14720;ВОЛЬНОВСКАЯ УЛ.[тест];59.8236421093461;30.087326
14721;ВОЛЬНОВСКАЯ УЛ.[тест]<;59.82297604527522;30.0880013
14723;НЕВСКИЙ ПР. [49,58] [тест];59.93461286627568;30.3355007
14725;ДМИТРИЕВСКАЯ УЛ.[тест];59.82540333831969;30.0827446
1473;ДВИНСКАЯ УЛ. 15 [22, 49, 65, 66, 70, 70, 71, 71];59.90907266656024;30.2421074
14739;УЛИЦА ЗДОРОВЦЕВА;59.82467207911436;30.1630421
1474;ДВИНСКАЯ УЛ. 9 [22, 49, 65, 66, 70, 70, 71, 71];59.90903842176424;30.2487812
14740;УЛИЦА ЗДОРОВЦЕВА;59.82443175568328;30.1641998
14741;ПРОСПЕКТ ВЕТЕРАНОВ, УГОЛ УЛИЦЫ ПОГРАНИЧНИКА ГАРЬКАВОГО [68, 163, 229];59.83554318435924;30.1458836
14742;ТК КОНТИНЕНТ;59.85973727090377;30.2473125
14743;УЛ. ПОГРАНИЧНИКА ГАРЬКАВОГО,11 [229] <;59.84143550844144;30.146677
14744;КОНСТАНТИНОВСКАЯ УЛ. [354, 355][тест];59.87244138346619;29.9140396
1475;"ДВОРЕЦ СПОРТИВНЫХ ИГР ""ЗЕНИТ"" [178]";60.00355283515151;30.3981056
1476;ДВОРЕЦ ТВОРЧЕСТВА ЮНЫХ [7, 3, 27, 22, 24];59.93358971938257;30.3392773
1477;ДВОРЦОВАЯ НАБ. [7, 24];59.93877014517516;30.3113308
14772;ОРАНИЕНБАУМСКИЙ СПУСК [200, 348, 349] [тест];59.89209318991062;29.8745747
14777;Г. ЛОМОНОСОВ, ВОКЗАЛ;59.9178552903339;29.7685299
14778;ЛЕНИНСКИЙ ПР. [20, 83, 200, 210, 229]< [тест];59.85267504668604;30.2395668
1478;ДЕГТЯРНАЯ УЛ. [15];59.93616292501614;30.3755207
1479;ДЕР.НОВОСАРАТОВКА,166 [476];59.8426090442661;30.5277596
14792;ТОРГОВЫЙ ЦЕНТР;59.83785631184912;30.2315655
14793;ТОРГОВЫЙ ЦЕНТР;59.8377842435366;30.2321568
14794;"СТ. МЕТРО ""КУПЧИНО""";59.82988323794957;30.3743916
14797;КОККОЛЕВСКАЯ УЛ.;59.75976992595987;30.3708744
14798;КОККОЛЕВСКАЯ УЛ.;59.76024462406731;30.3701801
1480;ДЕР.НОВОСАРАТОВКА,40 [476];59.85395452145955;30.5052681
1481;ДЕР.НОВОСАРАТОВКА,ПОКРОВСКАЯ ДОРОГА [476];59.84709006070028;30.5147762
14810;"А.С. ""УЛ. ГРИБАКИНЫХ""";59.85973727090377;30.4694614
14811;ЗАГРЕБСКИЙ БУЛЬВАР;59.8316990562996;30.4138489
14813;УЛ. ЗЕНИТЧИКОВ [66, 72, 2, 20, 200, 229] [тест]<;59.87369952939835;30.2624111
14819;ПРОЛЕТАРСКАЯ УЛИЦА, УГОЛ БУЛЬВАРА ТРУДЯЩИХСЯ;59.74199485146496;30.5686417
1482;ДЕР.НОВОСАРАТОВКА,ШКОЛА [476];59.84389919965367;30.5235214
14820;ПРОЛЕТАРСКАЯ УЛИЦА, УГОЛ БУЛЬВАРА ТРУДЯЩИХСЯ;59.74180211591948;30.5703697
14821;УЛИЦА ТАНКИСТОВ;59.74231148601984;30.5601273
14822;ЗАГРЕБСКИЙ БУЛЬВАР [тест];59.84215267413888;30.4083405
14823;ЗАГРЕБСКИЙ БУЛЬВАР [тест]<;59.84084186199059;30.4049282
14824;БУДАПЕШТСКАЯ УЛ. [тест];59.83879318571716;30.3955879
14825;БУДАПЕШТСКАЯ УЛ. [тест]<;59.83883093466119;30.3973713
14826;ГАТЧИНСКОЕ ШОССЕ, 9 [145А];59.71905496157368;30.0797291
14827;ГАТЧИНСКОЕ ШОССЕ, 9 [145А] <;59.71916172720331;30.0802689
14828;СТ.МЕТРО «УДЕЛЬНАЯ»;60.01799056832925;30.3158283
1483;ДЕР.ЩЕРБИНКА [476];59.78850451604603;30.682785
14830;ФРОНТОВАЯ УЛ.;59.85248981033646;30.0370178
14831;КУПЧИНСКАЯ УЛ., УГ. ДУНАЙСКОГО ПР. [тест];59.83687479666482;30.3896332
14832;БУХАРЕСТСКАЯ УЛ. [тест];59.84205316403222;30.4083405
14833;БУХАРЕСТСКАЯ УЛ. [тест]<;59.8422110075114;30.4104004
1485;УЛ. ГЕНЕРАЛА ХАЗОВА;59.73717612940939;30.3937035
1486;ДНЕПРОПЕТРОВСКАЯ УЛ.;59.9077028471702;30.3555737
14869;ВОЛКОВИЦЫ [484] [тест];59.64887767671301;29.8223648
1487;ДНЕПРОПЕТРОВСКАЯ УЛ. 65;59.91027121216729;30.3572788
14870;ВОЛКОВИЦЫ [484] [тест] <;59.64853599826674;29.8225594
14872;ДОРОГА НА РУССКО-ВЫСОЦКУЮ ПТИЦЕФАБРИКУ [тест]<;59.69880810863358;29.9621525
14873;РУССКО-ВЫСОЦКОЕ, ПАМЯТНИК [тест];59.69388665598462;29.9336758
14874;РУССКО-ВЫСОЦКОЕ, ПАМЯТНИК [тест]<;59.69350407579623;29.9326591
14877;КРАСНОСЕЛЬСКОЕ ШОССЕ, 65;59.70372883800627;30.3596344
1488;ДОЛГООЗЕРНАЯ УЛ. [127];60.01728402062159;30.2486172
14880;СТРЕЛЬНА, Ж/Д СТ. [тест] <;59.84604019824955;30.03335
14881;УЛ. СВЯЗИ [тест];59.84807470551917;30.0085487
14882;БСХ, БЫТОВЫЕ ПРИБОРЫ;59.84043350944289;29.9968796
1489;ДОМ ВЕТЕРАНОВ [40];60.01902817623535;30.3037987
1490;ДОРОГА В БУЯНИЦЫ [487, 487, 487а];59.55948111298269;29.1969376
14902;Пять углов (3, 8, 15);59.92630359037007;30.3430233
14903;"Метро ""Приморская"" (10)";59.94880363497601;30.2315998
14904;"Гостиница ""Выборгская"" (6, 34)";59.98707950046693;30.3041668
14906;Улица Нахимова / Наличная улица (9, 10, 11);59.94240348806734;30.2311993
14907;Владимирская площадь (3, 8, 15);59.92951735040246;30.3477917
14908;Набережная реки Смоленки (10);59.94680265285992;30.2304993
14909;Невский проспект (3, 8, 15);59.93339124576168;30.3481503
1491;"ДОРОГА В ДЕР. ""РЫЖИКИ"" [485]";59.90478836839545;30.6710606
14911;Переулок Талалихина (7);59.95040091349155;30.2966423
14912;"Метро ""Чёрная речка"" (6)";59.98723323940401;30.3025074
14913;Улица Жуковского (3, 8, 15);59.93527669721024;30.3482819
14914;Малый проспект В.О. (10, 11);59.93700464841739;30.2336006
14916;Улица Некрасова (3, 8, 15);59.93993340562312;30.3485451
14917;Биржевой мост (7);59.94883441837285;30.3019562
14918;Ланское шоссе (6, 34);59.9916537824388;30.3079472
14919;Шкиперский проток (10, 11);59.93310379910176;30.235302
1492;"ДОРОГА В ДЕР.""ТРУДОВИК"" [482, 482а, 482в, 487, 487]";59.659937205331;29.7514057
14920;Улица Пестеля (3, 8, 15);59.94245138258426;30.3487206
14922;Омская улица (6, 34);59.99495001634319;30.3180695
14923;Тульская улица (7, 16, 33);59.94425763957327;30.3878975
14924;Средний проспект (10, 11);59.9307014689;30.2364998
14927;Студенческая улица (6, 34);59.99662704144094;30.3234138
14928;Большой проспект В.О. (10, 11);59.92694362917472;30.2416496
1493;ДОРОГА В НЕГОДИЦЫ [487, 487, 487а];59.56025624978295;29.2242184
14930;Улица Красного Текстильщика (7, 16, 33);59.9426771700893;30.3935642
14931;Проспект Энгельса (6, 34);59.99778144109118;30.3318901
14932;Вёсельная улица (10, 11);59.92816548715218;30.2459011
14934;Новочеркасский проспект (7, 18, 33);59.94118557567565;30.4083996
14935;Институтский проспект (6);59.99576633856697;30.3464012
14936;Финляндский вокзал (3, 8);59.95557187396153;30.3536167
14937;Улица Помяловского (7, 18, 33);59.93591998461461;30.4075661
14938;Улица Карбышева (6);59.99446841094066;30.3550987
14939;Политехническая улица (6);59.99430445856591;30.3606014
1494;"ДОРОГА В ПОС.""КРАСНАЯ ЗВЕЗДА"" [476]";59.80068955913477;30.6382923
14940;Республиканская улица (7, 18, 33);59.93320303692067;30.4075012
14943;Площадь Мужества (6);59.99790097721499;30.3660011
14944;"Метро ""Новочеркасская"" (7, 18, 33)";59.92796013601622;30.4123459
14946;Улица Михайлова (3, 8, 38, 43);59.95442626115535;30.3628864
14948;Таллинская улица (7, 18);59.92503374421472;30.4155807
14949;Областная больница (3, 8, 38, 43);59.9550349797564;30.3670902
1495;ДОРОГА К ШКОЛЕ [476];59.80705864722503;30.6198177
14952;Агрофизический институт (6, 31);59.99948222871921;30.384203
14954;Арсенальная улица (3, 8, 38, 43);59.95578047382229;30.3718224
14955;Политехнический университет (6, 31);60.0040308936391;30.388752
14956;"Завод ""Красный Выборжец"" (3, 38)";59.9598735529482;30.3759308
14957;Улица Гидротехников (6, 31);60.00670447907604;30.3915424
1496;ДОРОГА НА ЕЛИЗАВЕТИНКУ [555, 435];60.18169550655329;30.1321754
14960;Улица Верности (6, 31);60.01018357248459;30.3950005
14961;Улица Жукова (3, 38, 43);59.96849232747176;30.3845673
14964;Площадь Калинина (3, 38, 43);59.97186264635955;30.3879223
14965;"Метро ""Академическая"" (6, 31)";60.01366571355916;30.3985691
14968;Литейный проспект (1, 5, 7, 10, 11, 22);59.93238174948029;30.3493099
14969;Замшина улица (3, 43);59.97138412298703;30.3981133
1497;1-Й БАДАЕВСКИЙ ПРОЕЗД;59.7987517958307;30.4041805
14970;Северный проспект (6, 31);60.02077565277147;30.4056396
14971;Проспект Металлистов, 110 (3, 43);59.97023222051494;30.4029789
14974;Улица Есенина (13);60.05778201118014;30.34692
